task_id,metric,n_train,model,supported_against,comparators_supported,comparators_required,supported_best,conclusion,decision_rule,confidence_level,bootstrap_draws,bootstrap_unit,bootstrap_index_sha256,family_contrasts
bdb2025_man_zone,primary_loss,10,linear_structure,"[""relnet"", ""attn_relnet"", ""set_transformer""]",3,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,10,boosted_structure,"[""relnet"", ""attn_relnet"", ""set_transformer""]",3,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,10,relnet,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,10,attn_relnet,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,10,set_transformer,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,20,linear_structure,"[""relnet"", ""attn_relnet"", ""set_transformer""]",3,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,20,boosted_structure,"[""linear_structure"", ""relnet"", ""attn_relnet"", ""set_transformer""]",4,4,True,supported_best,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,20,relnet,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,20,attn_relnet,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,20,set_transformer,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,30,linear_structure,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,30,boosted_structure,"[""linear_structure"", ""relnet"", ""attn_relnet"", ""set_transformer""]",4,4,True,supported_best,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,30,relnet,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
bdb2025_man_zone,primary_loss,30,attn_relnet,[],0,4,False,no_supported_best_claim,simultaneous_90pct_mean_loss_ci_beats_every_comparator,0.9,10000,complete_repeat_5x6_vector,f8f0745ccf207943416b542ed7fc492579139bf980b582b5fff773a1cd93e82f,60
