metric,n_train,model_a,model_b,contrast,fixed_mean_difference,fixed_lower,fixed_upper,tuned_mean_difference,tuned_lower,tuned_upper,estimand_type,fixed_eligible,tuned_eligible,fixed_conclusion,tuned_conclusion,conclusion_state_changed,conclusion_changed
mean_width_inclusive,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,5.472517143413605,4.597479208938692,6.347555077888519,2.605492907714459,1.73798170407139,3.473004111357528,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,-1.2242951047388941,-13.590169476328988,11.141579266851199,-0.8827606670981092,-5.364215085024954,3.598693750828735,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,4.111684439165775,1.73192239433941,6.49144648399214,0.2164999233294294,-1.6700088691492476,2.1030087158081066,coverage_qualified_width,True,True,opposite,inconclusive,True,True
mean_width_inclusive,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-6.696812248152499,-18.830283437249275,5.436658940944277,-3.4882535748125685,-7.723030614728594,0.7465234651034569,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-1.3608327042478308,-3.6088036241984716,0.8871382157028098,-2.3889929843850295,-4.225313641141788,-0.552672327628271,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_inclusive,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,5.335979543904668,-6.153478741796264,16.8254378296056,1.0992605904275385,-2.6357657983965246,4.834286979251601,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
crps_game_equal,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,4.452347513572187e-05,-4.852232679792812e-05,0.00013756927706937188,-0.00012261036514940758,-0.00021744330894288264,-2.7777421355932528e-05,crps,True,True,inconclusive,supported,True,False
crps_game_equal,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,-0.002028477555046089,-0.003544605105793873,-0.0005123500042983049,-0.0016961067568650675,-0.0020827292873186964,-0.0013094842264114387,crps,True,True,supported,supported,False,False
crps_game_equal,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,0.0003296636723211484,4.239548826250321e-05,0.0006169318563797936,0.00025956209014174993,0.0001265783397305764,0.0003925458405529235,crps,True,True,opposite,opposite,False,False
crps_game_equal,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.0020730010301818107,-0.0035925918236595906,-0.0005534102367040308,-0.0015734963917156599,-0.0019398816657797188,-0.001207111117651601,crps,True,True,supported,supported,False,False
crps_game_equal,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,0.00028514019718542654,-8.06231689237522e-06,0.0005783427112632284,0.00038217245529115754,0.00028137221338922806,0.00048297269719308703,crps,True,True,inconclusive,opposite,True,False
crps_game_equal,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.0023581412273672372,0.0008289963648262881,0.003887286089908186,0.001955668847006817,0.0015933875631122707,0.002317950130901363,crps,True,True,opposite,opposite,False,False
mean_width_game_equal,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,5.403322431070357,4.54452132975688,6.262123532383835,2.561755880396281,1.6993939885488663,3.4241177722436955,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_game_equal,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,-1.2886140988625512,-13.641947779258615,11.064719581533513,-0.9230644961506886,-5.408998496676487,3.5628695043751097,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_game_equal,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,4.060554394701193,1.665122881236622,6.455985908165765,0.1900674462490178,-1.6973385298100352,2.0774734223080706,coverage_qualified_width,True,True,opposite,inconclusive,True,True
mean_width_game_equal,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-6.691936529932906,-18.810596725036934,5.4267236651711235,-3.484820376546969,-7.720932531917526,0.7512917788235884,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_game_equal,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-1.342768036369163,-3.591468252231085,0.9059321794927591,-2.371688434147263,-4.206772070681886,-0.53660479761264,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_game_equal,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,5.349168493563744,-6.128339038051293,16.82667602517878,1.1131319423997064,-2.626264451818962,4.852528336618375,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive_game_equal,20,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,5.403322431070356,4.544521329756879,6.262123532383832,2.56175588039628,1.699393988548866,3.424117772243694,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive_game_equal,20,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,-1.2886140988625505,-13.641947779258617,11.064719581533515,-0.9230644961506883,-5.408998496676487,3.56286950437511,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive_game_equal,20,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,4.060554394701194,1.6651228812366226,6.455985908165766,0.19006744624901764,-1.6973385298100352,2.0774734223080706,coverage_qualified_width,True,True,opposite,inconclusive,True,True
mean_width_inclusive_game_equal,20,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-6.691936529932906,-18.810596725036934,5.4267236651711235,-3.484820376546969,-7.720932531917526,0.7512917788235884,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive_game_equal,20,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-1.342768036369162,-3.591468252231085,0.9059321794927604,-2.371688434147263,-4.206772070681885,-0.5366047976126407,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_inclusive_game_equal,20,zoo_cnn,set_transformer,zoo_cnn - set_transformer,5.349168493563744,-6.128339038051293,16.82667602517878,1.113131942399706,-2.6262644518189626,4.8525283366183745,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
crps,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,0.0006181479890610768,0.0005195739881917194,0.0007167219899304343,0.0003041337467779048,0.0002428738342783174,0.0003653936592774922,crps,True,True,opposite,opposite,False,False
crps,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,0.0008804815746690755,0.0005641049953635486,0.0011968581539746025,0.0006376641500112723,0.00044492606249337707,0.0008304022375291676,crps,True,True,opposite,opposite,False,False
crps,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,0.0013348183329772356,0.0011757980267455752,0.001493838639208896,0.0010973380350501958,0.0010027498647424654,0.0011919262053579262,crps,True,True,opposite,opposite,False,False
crps,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,0.00026233358560799874,-5.0740434157695166e-05,0.0005754076053736926,0.00033353040323336745,0.00012835537925201082,0.0005387054272147241,crps,True,True,inconclusive,opposite,True,False
crps,160,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,0.0007166703439161586,0.0005414942341654776,0.0008918464536668395,0.0007932042882722913,0.0006883045520617403,0.0008981040244828422,crps,True,True,opposite,opposite,False,False
crps,160,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.0004543367583081598,7.870113392829351e-05,0.0008299723826880261,0.0004596738850389237,0.0002342137234439926,0.0006851340466338548,crps,True,True,opposite,opposite,False,False
mean_width,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.768506301991676,7.090040511328934,8.446972092654416,4.852430018453012,4.362488098608731,5.342371938297292,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,6.8118844289813865,5.427352041613618,8.196416816349155,3.6489478882151674,2.6620936313136485,4.635802145116687,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.184547572261998,6.215051269868488,8.154043874655509,4.191488134629333,3.5756873086305343,4.8072889606281315,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.9566218730102907,-2.0420676977971732,0.12882395177659167,-1.2034821302378442,-2.212911876333666,-0.1940523841420223,coverage_qualified_width,True,True,inconclusive,supported,True,False
