task_id,metric,n_train,model_left,model_right,mean_difference,standard_error,simultaneous_lower,simultaneous_upper,confidence_level,max_t_critical,bootstrap_draws,bootstrap_unit,bootstrap_index_sha256,family_contrasts
bdb2023_sack,primary_loss,10,linear_structure,boosted_structure,-0.0024217400799426197,0.00010967730175147658,-0.005259941482805022,0.00041646132291978284,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,linear_structure,relnet,-0.0001517297092796982,0.0001622876015837098,-0.0043513671103325435,0.004047907691773147,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,linear_structure,attn_relnet,-0.00016831282779129235,0.00016452197903476162,-0.004425770881931221,0.004089145226348636,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,linear_structure,set_transformer,-0.0006281204134391487,0.00025508478199991094,-0.0072291397178847056,0.005972898891006408,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,boosted_structure,relnet,0.0022700103706629216,0.00015857761889419216,-0.0018336210391243484,0.006373641780450192,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,boosted_structure,attn_relnet,0.002253427252151326,0.00016118974804272065,-0.0019178001733604236,0.006424654677663075,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,boosted_structure,set_transformer,0.001793619666503471,0.0002740266908317281,-0.005297573551421238,0.00888481288442818,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,relnet,attn_relnet,-1.6583118511594164e-05,7.910198065255796e-06,-0.00022128121818403812,0.00018811498116084977,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,relnet,set_transformer,-0.0004763907041594506,0.000257838279500395,-0.007148664318693345,0.006195882910374444,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
bdb2023_sack,primary_loss,10,attn_relnet,set_transformer,-0.00045980758564785645,0.00025682119930218604,-0.0071057614567226965,0.006186146285426984,0.9,25.87774642098352,10000,complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f,60
