task_id,model,metric,from_n_train,to_n_train,definition,repeats,change_mean,change_sd,change_mcse,change_median,change_q10,change_q25,change_q75,change_q90,change_iqr
bdb2023_sack,linear_structure,game_equal_set_empty_rate,20,60,value_at_largest_minus_value_at_20,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bdb2023_sack,relnet,game_equal_set_empty_rate,20,60,value_at_largest_minus_value_at_20,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bdb2023_sack,set_transformer,game_equal_set_empty_rate,20,60,value_at_largest_minus_value_at_20,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bdb2023_sack,attn_relnet,game_equal_set_singleton_rate,20,60,value_at_largest_minus_value_at_20,100,0.009339045232967752,0.13137889279108672,0.013137889279108672,0.014260379064797359,-0.15144682588496164,-0.07791210274084245,0.09265192570733537,0.15282132367639054,0.1705640284481778
bdb2023_sack,boosted_structure,game_equal_set_singleton_rate,20,60,value_at_largest_minus_value_at_20,100,0.0025044989664686885,0.1220263175584544,0.01220263175584544,0.0014269165610513446,-0.17408992470316664,-0.07302032564216238,0.10458907773347366,0.14851995120200415,0.17760940337563602
bdb2023_sack,linear_structure,game_equal_set_singleton_rate,20,60,value_at_largest_minus_value_at_20,100,0.02329494743381409,0.10967610202174723,0.010967610202174722,0.02438372459020538,-0.11993675328748717,-0.05620780173952686,0.10734419090140623,0.1518602571310283,0.1635519926409331
bdb2023_sack,relnet,game_equal_set_singleton_rate,20,60,value_at_largest_minus_value_at_20,100,0.009002860374755417,0.13470247326632379,0.013470247326632379,0.011774515339496208,-0.14523568240400786,-0.0870725669935737,0.10119247468733139,0.1669465684539564,0.18826504168090508
bdb2023_sack,set_transformer,game_equal_set_singleton_rate,20,60,value_at_largest_minus_value_at_20,100,0.01871762590391027,0.12152219636150159,0.01215221963615016,0.019501179848338587,-0.12844414617449698,-0.05787052047788021,0.10151400689874773,0.16017146917414365,0.15938452737662795
bdb2023_sack,attn_relnet,label0_set_coverage,20,60,value_at_largest_minus_value_at_20,100,-0.0002775479490444355,0.09155466340868992,0.009155466340868992,-0.012568384460946325,-0.10431415305962753,-0.0563098290095726,0.04191752722391809,0.12166809133963348,0.09822735623349069
bdb2023_sack,boosted_structure,label0_set_coverage,20,60,value_at_largest_minus_value_at_20,100,-0.007491400619675372,0.08349601204909181,0.008349601204909182,-0.015258576007277536,-0.10531187966847434,-0.0605340241927321,0.035390272474835116,0.09750292955772748,0.09592429666756722
bdb2023_sack,linear_structure,label0_set_coverage,20,60,value_at_largest_minus_value_at_20,100,-0.010830424723746478,0.07387668612306408,0.007387668612306409,-0.012400171051551168,-0.1059990001145702,-0.05571856370338896,0.0302154901086992,0.07805660328512477,0.08593405381208816
bdb2023_sack,relnet,label0_set_coverage,20,60,value_at_largest_minus_value_at_20,100,0.00027036092944132564,0.09118662741719111,0.009118662741719111,-0.00699625468164794,-0.10318112414817848,-0.056703026151341956,0.04362895680325901,0.12215164073646309,0.10033198295460097
bdb2023_sack,set_transformer,label0_set_coverage,20,60,value_at_largest_minus_value_at_20,100,-0.019260286574401077,0.07713445302244024,0.007713445302244023,-0.012255369704617936,-0.11238249500750525,-0.06499779756187243,0.02850764496145175,0.07249806138137224,0.09350544252332418
bdb2023_sack,attn_relnet,label1_set_coverage,20,60,value_at_largest_minus_value_at_20,100,0.011964330535293914,0.08051430476760751,0.00805143047676075,0.010263157894736807,-0.07779218797680804,-0.04420298802321271,0.0610795454545455,0.09680551205762608,0.1052825334777582
bdb2023_sack,boosted_structure,label1_set_coverage,20,60,value_at_largest_minus_value_at_20,100,0.008476135167121493,0.07961705919655374,0.007961705919655374,0.010757663389242333,-0.08548463356973997,-0.04866266895107557,0.060760667903524995,0.10616541353383466,0.10942333685460057
bdb2023_sack,linear_structure,label1_set_coverage,20,60,value_at_largest_minus_value_at_20,100,-0.0013903280215684832,0.06728267764724677,0.006728267764724677,0.0,-0.0864193548387097,-0.03824146481022314,0.038304093567251396,0.08998978549540347,0.07654555837747454
bdb2023_sack,relnet,label1_set_coverage,20,60,value_at_largest_minus_value_at_20,100,0.012609506959658314,0.08370199170418299,0.0083701991704183,0.004999999999999949,-0.0801024685607824,-0.045071501532175706,0.06357212475633525,0.11591265397536388,0.10864362628851096
bdb2023_sack,set_transformer,label1_set_coverage,20,60,value_at_largest_minus_value_at_20,100,0.007564216131592052,0.08284809994836279,0.008284809994836278,0.0,-0.07464032421479234,-0.04113856068743291,0.0461650016113439,0.1277029021151009,0.08730356229877681
bdb2023_sack,attn_relnet,mean_entropy,20,60,value_at_largest_minus_value_at_20,100,-0.00026674474069188106,0.0052745437178417735,0.0005274543717841773,-0.0003980463591011091,-0.007120188029933416,-0.0036173427173988373,0.002576767000398557,0.00600583823350756,0.006194109717797394
bdb2023_sack,boosted_structure,mean_entropy,20,60,value_at_largest_minus_value_at_20,100,0.0001445001053040776,0.005016269958245218,0.0005016269958245218,0.0005943379652052216,-0.006749718009183295,-0.002946055748306184,0.00345674922946157,0.007119041687820153,0.006402804977767754
