task_id,metric,n_train,model_left,model_right,sd_left,sd_right,log_sd_ratio,sd_ratio,bca_log_lower,bca_log_upper,bca_ratio_lower,bca_ratio_upper,confidence_level,interval_method,bias_correction,acceleration,adjusted_lower_quantile,adjusted_upper_quantile,bootstrap_zero_sd_draws,jackknife_zero_sd_values,regularized,sd_regularization_floor,repeats,bootstrap_draws,bootstrap_unit,jackknife_unit,bootstrap_index_sha256
bdb2023_sack,game_equal_p90_va_imprecision,30,linear_structure,attn_relnet,0.005828619099621589,0.00483474690414172,0.18695133025265387,1.205568608902456,-0.017913330899621327,0.435707043878712,0.9822461590602762,1.5460558018880854,0.95,BCa,0.0461383244820596,0.04267632913642581,0.04242814289421626,0.9874568065889695,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,30,linear_structure,set_transformer,0.005828619099621589,0.004516413014454339,0.25506201325878664,1.2905416490847188,0.044561747620257414,0.5178539208448074,1.04556953614791,1.6784217558721575,0.95,BCa,0.028830218517740373,0.0322241916249699,0.03679365985760791,0.9843724040524771,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,30,boosted_structure,relnet,0.004297149368947835,0.004985625484302051,-0.1486070034176136,0.8619077751584068,-0.34872605694040876,0.07769248610662091,0.7055863942927354,1.0807902495449269,0.95,BCa,0.002757294595891845,0.02014873694833564,0.030040772109629188,0.9796362220381906,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,30,boosted_structure,attn_relnet,0.004297149368947835,0.00483474690414172,-0.117876915520022,0.8888054440381671,-0.31365091110726745,0.10170974374832067,0.7307740887549053,1.1070620933955493,0.95,BCa,0.00676794800892753,0.02736670927184805,0.03235022552377864,0.9814824447269587,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,30,boosted_structure,set_transformer,0.004297149368947835,0.004516413014454339,-0.04976623251388916,0.9514518170050498,-0.2843334630361247,0.17922021862862977,0.7525156667036281,1.1962841592193632,0.95,BCa,-0.005263943686483789,0.00035734316745528535,0.024470073211981136,0.9744597222895381,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,30,relnet,attn_relnet,0.004985625484302051,0.00483474690414172,0.030730087897591792,1.0312071310353559,-0.048879288166338804,0.1470475905448594,0.9522960761662083,1.1584090910378715,0.95,BCa,0.06320909814132884,0.05655302842056263,0.04949229004947864,0.9905570188013839,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,30,relnet,set_transformer,0.004985625484302051,0.004516413014454339,0.09884077090372453,1.1038905140752282,-0.11730034887069861,0.3101077188662612,0.8893180473757306,1.3635719886501405,0.95,BCa,-0.005765276969606943,0.0005490910541426508,0.024455017151887914,0.9744436643098627,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,30,attn_relnet,set_transformer,0.00483474690414172,0.004516413014454339,0.06811068300613278,1.070483786285396,-0.14696676500104475,0.2642664207025601,0.8633226694675444,1.3024751564264039,0.95,BCa,-0.025570394640762426,-0.01498414508535754,0.01913323981885201,0.9681542855963962,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,linear_structure,boosted_structure,0.004842600182514037,0.0043982616675576555,0.09624241695928032,1.10102593900538,-0.16226841260153904,0.46772242842208456,0.8502129660364819,1.5963542386200975,0.95,BCa,0.07149977955531345,0.057168553922080485,0.051239688276709106,0.9911032846609926,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,linear_structure,relnet,0.004842600182514037,0.004012099238530226,0.18813719904545814,1.20699910311492,-0.031343150618245594,0.5483505232343615,0.9691429540062345,1.7303964138840808,0.95,BCa,0.10749032548488587,0.09825031553417338,0.0721810255266967,0.9965533214402978,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,linear_structure,attn_relnet,0.004842600182514037,0.003918534259003618,0.2117341339057142,1.2358192789528872,-0.007604080990760944,0.5828351995374805,0.9924247568916034,1.7911093912784823,0.95,BCa,0.09766287001317432,0.09859243151656391,0.07000598504070926,0.9963072769531973,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,linear_structure,set_transformer,0.004842600182514037,0.0042294504253049085,0.1353797427438256,1.1449714964243671,-0.10268894579622269,0.49426036674604673,0.9024076275160046,1.6392853206190858,0.95,BCa,0.06697701685404801,0.08428647181824782,0.058728511552419815,0.9939900499306193,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,boosted_structure,relnet,0.0043982616675576555,0.004012099238530226,0.09189478208617773,1.0962494709300596,-0.09062776159956076,0.3575348761170401,0.9133576344139113,1.4298004314657007,0.95,BCa,0.06697701685404801,0.06958874447663894,0.05417310363565242,0.9923830986347291,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,boosted_structure,attn_relnet,0.0043982616675576555,0.003918534259003618,0.1154917169464338,1.1224252174015752,-0.09181576586758335,0.36936197969158663,0.9122732059263751,1.4468112251799214,0.95,BCa,0.032341141724867746,0.047601561446009875,0.041523600584771114,0.9872382641007693,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,boosted_structure,set_transformer,0.0043982616675576555,0.0042294504253049085,0.03913732578454512,1.0399132807522096,-0.17579695347729132,0.25753282795902965,0.8387882790908668,1.293734280939181,0.95,BCa,-0.0077706258524470675,0.021137704854587745,0.028918671882174174,0.9787426775538617,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,relnet,attn_relnet,0.004012099238530226,0.003918534259003618,0.023596934860255922,1.023877545363199,-0.08484204110702377,0.14525985019082605,0.9186573830445953,1.1563400064034612,0.95,BCa,0.00651727965058399,0.010949803689851097,0.028323772121625956,0.978114323198454,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,relnet,set_transformer,0.004012099238530226,0.0042294504253049085,-0.052757456301632664,0.9486100639756255,-0.24436258717753728,0.1547384191169112,0.7832036031890443,1.1673525640492708,0.95,BCa,-0.02055579937118015,0.002716924105273229,0.023269284694055148,0.9731423701507784,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,40,attn_relnet,set_transformer,0.003918534259003618,0.0042294504253049085,-0.07635439116188862,0.926487809281066,-0.26874774423503023,0.09114273841906086,0.7643360395040962,1.095425353382899,0.95,BCa,-0.047142066964871575,-0.02100082670889917,0.016073726169943736,0.9634181118040976,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,linear_structure,boosted_structure,0.00577739733646034,0.004179191421066706,0.3238355055761042,1.3824198880523408,0.08538624285307611,0.6294881507281008,1.0891376571042233,1.8766497715717723,0.95,BCa,0.06019541172895663,0.05680503187158323,0.04901028986787925,0.9904155564391095,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,linear_structure,relnet,0.00577739733646034,0.00425495752797538,0.305868513163548,1.3578037614888665,0.06671970663230167,0.6250499561853706,1.0689958037442977,1.868339290204845,0.95,BCa,0.05693120075862969,0.06870850758450155,0.05197006023885137,0.9917640091466857,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,linear_structure,attn_relnet,0.00577739733646034,0.0043962283306567635,0.27320631772238146,1.3141713536970088,0.03725114895100966,0.5874798378835142,1.037953669081207,1.7994477960863837,0.95,BCa,0.05266352689406846,0.06586565377993227,0.05031858908182468,0.9911746146310354,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,linear_structure,set_transformer,0.00577739733646034,0.00430223726374941,0.29481811217586673,1.3428820825714582,0.06897270010021288,0.5953421084195417,1.071406959446467,1.8136513042203297,0.95,BCa,0.04538554817940915,0.07315260334604552,0.051130880398255085,0.991700844079518,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,boosted_structure,relnet,0.004179191421066706,0.00425495752797538,-0.01796699241255622,0.9821934516594987,-0.20500217380044627,0.18556905181634023,0.8146455455326393,1.2039033286165417,0.95,BCa,0.003759951271145795,0.018091419204306732,0.029675827499589802,0.9793157724089743,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,boosted_structure,attn_relnet,0.004179191421066706,0.0043962283306567635,-0.05062918785372285,0.9506311107463261,-0.25523601540707574,0.16922457680826686,0.7747336273093595,1.1843860947080063,0.95,BCa,0.004261280963260362,0.0160430560905241,0.02924901891555487,0.9789432861873608,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,boosted_structure,set_transformer,0.004179191421066706,0.00430223726374941,-0.029017393400237443,0.9713995683781818,-0.22976187366278092,0.17350747223702598,0.7947228244083611,1.1894695747349995,0.95,BCa,-0.010778710290106233,0.010338287570098654,0.026058200309747037,0.9760634327068876,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,relnet,attn_relnet,0.00425495752797538,0.0043962283306567635,-0.03266219544116664,0.9678654537353661,-0.12488253823467768,0.054612862327464894,0.8826005683169252,1.0561316671655911,0.95,BCa,-0.005765276969606943,-0.011335503142054384,0.02188460999598929,0.9716802493665249,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,relnet,set_transformer,0.00425495752797538,0.00430223726374941,-0.011050400987681258,0.9890104304166559,-0.18784454646105167,0.16283233343693337,0.8287435283339332,1.1768393565356516,0.95,BCa,-0.014789645968119597,-0.006947269136578003,0.02184712760261759,0.9715741191103956,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,50,attn_relnet,set_transformer,0.0043962283306567635,0.00430223726374941,0.021611794453485413,1.021847020781332,-0.15764020312475935,0.19467943288615677,0.8541570497256336,1.214921460192366,0.95,BCa,-0.024818167439752018,-0.004499036026508809,0.021306503724653647,0.9708626069039544,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,linear_structure,boosted_structure,0.006323078894902694,0.004313663792944404,0.38241864546542664,1.4658256179456932,0.16697022566729589,0.6129873749262678,1.1817190798875055,1.845937677961029,0.95,BCa,0.01679519900129641,0.02859186072826555,0.03406879011779351,0.9826555812343967,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,linear_structure,relnet,0.006323078894902694,0.004520256098017323,0.3356376053539961,1.3988320037168085,0.09795863363502186,0.607054930126438,1.1029171604910504,1.8350191733176917,0.95,BCa,0.009776005984788104,0.02225345017769786,0.03149251418611143,0.9807651510856455,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,linear_structure,attn_relnet,0.006323078894902694,0.004708369394365012,0.2948646091312291,1.3429445239513642,0.08530954925776701,0.5164827617919183,1.0890541304245351,1.676121949747339,0.95,BCa,-0.001253314465432556,0.0324074299849764,0.032499233287840046,0.9817008518426273,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,linear_structure,set_transformer,0.006323078894902694,0.004271823433604074,0.3921654867279215,1.4801826417174753,0.1792863391876126,0.640477342569337,1.196363260811765,1.8973863664571657,0.95,BCa,0.02832868807807452,0.03497815577833355,0.03745169278287708,0.9848152101156921,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,boosted_structure,relnet,0.004313663792944404,0.004520256098017323,-0.04678104011143053,0.954296327333415,-0.2442742129029078,0.15737831187499052,0.7832728212978683,1.170438320870711,0.95,BCa,-0.008773311508328193,-0.005075038820898402,0.022891980837636605,0.9727778917023231,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,boosted_structure,attn_relnet,0.004313663792944404,0.004708369394365012,-0.0875540363341975,0.9161693638793523,-0.26719153826009173,0.10006942118023691,0.7655264298216573,1.105247643008281,0.95,BCa,-0.002255967360748947,0.005878236621998702,0.026062438204381644,0.9760493714906981,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,boosted_structure,set_transformer,0.004313663792944404,0.004271823433604074,0.00974684126249506,1.0097944964230487,-0.18947438946652045,0.21680972411328023,0.8273939066254613,1.2421077365001725,0.95,BCa,0.012032106029748956,0.0026391521776064717,0.027056127270579045,0.9769428144556502,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,relnet,attn_relnet,0.004520256098017323,0.004708369394365012,-0.040772996222766936,0.9600470395180074,-0.16588267137777904,0.08814904633755957,0.8471456227874642,1.0921508909882016,0.95,BCa,0.006266611701750336,0.022814269818166217,0.031156220842452453,0.9805309752354919,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,relnet,set_transformer,0.004520256098017323,0.004271823433604074,0.05652788137392537,1.058156117235316,-0.12559676020288127,0.24964963828501732,0.8819704206613209,1.2835756221406651,0.95,BCa,0.011781425432631174,0.019878587520420914,0.03117724639959235,0.9804893949070399,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,game_equal_p90_va_imprecision,60,attn_relnet,set_transformer,0.004708369394365012,0.004271823433604074,0.09730087759669238,1.1021919486013565,-0.07815167836260287,0.2716677085737651,0.9248241400933337,1.312150912362707,0.95,BCa,0.016043109130585577,-0.0035216750305052122,0.026112325506976175,0.9760578892623373,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,label0_set_coverage,10,linear_structure,boosted_structure,0.06549408209278179,0.06412955018875627,0.021054529748115853,1.021277740137101,-0.2519768931268,0.39532043437629166,0.7772626979720518,1.48485991485839,0.95,BCa,0.04864777006503447,0.07190013910014238,0.05136685688638731,0.99171939931343,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,label0_set_coverage,10,linear_structure,relnet,0.06549408209278179,0.05825857487027626,0.1170684991457244,1.124196433548482,-0.13710849460530536,0.5081713754218686,0.8718756271984169,1.6622487850975598,0.95,BCa,0.06974075868817979,0.09143218225280116,0.06154407290679437,0.9947956945588512,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,label0_set_coverage,10,linear_structure,attn_relnet,0.06549408209278179,0.058177120370748514,0.11846763216325656,1.1257704347586144,-0.13986420331067048,0.5114636492367869,0.8694762993851821,1.6677303817539022,0.95,BCa,0.06798195358342042,0.08943107666502503,0.06054671163898295,0.9945392340636571,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,label0_set_coverage,10,linear_structure,set_transformer,0.06549408209278179,0.064492263682519,0.015414515129582433,1.015533931561071,-0.28982865738591485,0.4015195611703404,0.748391787998756,1.494093339758459,0.95,BCa,0.04538554817940915,0.05160368189087488,0.0448443367627534,0.9887615052467723,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,label0_set_coverage,10,boosted_structure,relnet,0.06412955018875627,0.05825857487027626,0.09601396939760863,1.100774441042419,-0.12593518378797527,0.3348723950514448,0.8816719915701836,1.397762012492391,0.95,BCa,0.02080651581056588,0.013613670072001758,0.030847897256818135,0.9801313732558383,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
bdb2023_sack,label0_set_coverage,10,boosted_structure,attn_relnet,0.06412955018875627,0.058177120370748514,0.09741310241514062,1.1023156488336716,-0.12711878311723082,0.33773047974630216,0.8806290625191543,1.4017626490631092,0.95,BCa,0.01629380472485912,0.010324822914459757,0.029436665062847978,0.9790098865959093,0,0,False,1e-12,100,10000,complete_repeat_5x6_vector,delete_one_complete_repeat_5x6_vector,809a3f2f1d77cce8aa4e86320f229cd025238ab79be8d1df66d61a601099ba7f
