task_id,model,n_train,metric,repeats,mean,ribbon_lower,ribbon_upper,ribbon_definition,inferential_interval
bdb2023_sack,set_transformer,30,calibrated_log_loss,100,0.24321239247960122,0.22356271162394126,0.26140355468302456,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,40,calibrated_log_loss,100,0.24304730705778335,0.22388386424424056,0.2604140390524674,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,50,calibrated_log_loss,100,0.24206098637668266,0.22468680165707244,0.25838586182277334,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,60,calibrated_log_loss,100,0.24224166824117638,0.22395500587111364,0.2597185632709633,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,10,calibration_bias,100,-0.004039961771312589,-0.01569396107089086,0.005924551527410346,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,20,calibration_bias,100,-0.0044684823718268395,-0.016639581809456933,0.006967497069478661,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,30,calibration_bias,100,-0.004670463352694385,-0.01649717362978354,0.007399684061252059,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,40,calibration_bias,100,-0.0049979925893100215,-0.01717742117034678,0.005971819634644997,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,50,calibration_bias,100,-0.004918682773160043,-0.017065044813244647,0.0060560357241248525,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,60,calibration_bias,100,-0.004792777862524885,-0.017107606380868622,0.0067503916562324925,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,10,calibration_bias,100,-0.0044803811539031214,-0.01636281220693551,0.006401374581042759,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,20,calibration_bias,100,-0.004525744815255125,-0.017301980634600086,0.007574767103757292,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,30,calibration_bias,100,-0.0047101880981465696,-0.01740578880688225,0.005489476512832309,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,40,calibration_bias,100,-0.004799303138425989,-0.017932740210905043,0.005753715650957704,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,50,calibration_bias,100,-0.004705257028117537,-0.017687595955061242,0.005597817100041261,between_repeat_q10_q90,False
bdb2023_sack,boosted_structure,60,calibration_bias,100,-0.0047788442572178815,-0.01794353780416914,0.006501040071103174,between_repeat_q10_q90,False
bdb2023_sack,linear_structure,10,calibration_bias,100,-0.00449108555098304,-0.0156534570273836,0.007174668874312353,between_repeat_q10_q90,False
bdb2023_sack,linear_structure,20,calibration_bias,100,-0.0051461441445200306,-0.016690432541510782,0.006097337399852962,between_repeat_q10_q90,False
bdb2023_sack,linear_structure,30,calibration_bias,100,-0.005130194171689573,-0.016939985506842545,0.006122273926374896,between_repeat_q10_q90,False
bdb2023_sack,linear_structure,40,calibration_bias,100,-0.005478237258401278,-0.019237673389546704,0.006020248823746884,between_repeat_q10_q90,False
bdb2023_sack,linear_structure,50,calibration_bias,100,-0.005588149402234343,-0.01862866655485471,0.00627141281551638,between_repeat_q10_q90,False
bdb2023_sack,linear_structure,60,calibration_bias,100,-0.005366610449393312,-0.017679886166505513,0.006122173635837986,between_repeat_q10_q90,False
bdb2023_sack,relnet,10,calibration_bias,100,-0.0040686697979090795,-0.015468209141260554,0.006142747934033328,between_repeat_q10_q90,False
bdb2023_sack,relnet,20,calibration_bias,100,-0.004414173540722051,-0.0168670250470018,0.007026235197470456,between_repeat_q10_q90,False
bdb2023_sack,relnet,30,calibration_bias,100,-0.0046860786368250595,-0.01655022095167749,0.007532932064469055,between_repeat_q10_q90,False
bdb2023_sack,relnet,40,calibration_bias,100,-0.0049253956039626515,-0.01658211357680174,0.006118887015165884,between_repeat_q10_q90,False
bdb2023_sack,relnet,50,calibration_bias,100,-0.004987460874761678,-0.017581413135391005,0.006227067244527962,between_repeat_q10_q90,False
bdb2023_sack,relnet,60,calibration_bias,100,-0.004781353839474064,-0.017315397325219837,0.006675217424988565,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,10,calibration_bias,100,-0.004606060283480072,-0.017398617746455965,0.006621218031248124,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,20,calibration_bias,100,-0.004924223230655341,-0.017439029136407665,0.006501997679419168,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,30,calibration_bias,100,-0.00538117661335395,-0.018226719562339438,0.00582393734109916,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,40,calibration_bias,100,-0.00514529185820931,-0.017047787909912463,0.006033328148204214,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,50,calibration_bias,100,-0.005439017795606606,-0.01758876606072453,0.007245992615580578,between_repeat_q10_q90,False
bdb2023_sack,set_transformer,60,calibration_bias,100,-0.005507192404866186,-0.01720409977045817,0.005425197723965001,between_repeat_q10_q90,False
bdb2023_sack,attn_relnet,10,game_equal_calibrated_brier,100,0.06287600526997611,0.05678952936542878,0.06885280014396289,between_repeat_q10_q90,False
