task_id,model_left,model_right,metric,from_n_train,to_n_train,definition,repeats,difference_in_change_mean,difference_in_change_sd,difference_in_change_mcse,difference_in_change_median,difference_in_change_q10,difference_in_change_q25,difference_in_change_q75,difference_in_change_q90,difference_in_change_iqr,multiplicity_scope
bdb2023_sack,attn_relnet,set_transformer,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00018489548499915826,0.0036476328129306924,0.00036476328129306923,0.0007296351262093131,-0.005011513941151008,-0.0021930633109851633,0.002494064796864724,0.004619051857865794,0.0046871281078498875,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,attn_relnet,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0006338754678785478,0.003997039551401641,0.0003997039551401641,0.0011129731985620867,-0.004198725820591622,-0.0014846240254066875,0.0030376494031342655,0.004891566709825626,0.004522273428540953,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,relnet,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0005502450025041964,0.004011166726783142,0.00040111667267831423,0.0013253798076256762,-0.005224515620560236,-0.0015884491016995156,0.0029102598013458075,0.005390400847788002,0.004498708903045323,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,set_transformer,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0008187709528777059,0.004438746309464833,0.00044387463094648324,0.0011166834890002364,-0.004304070297748572,-0.0017767197235355608,0.0035843375710531214,0.00585729561063331,0.005361057294588682,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,attn_relnet,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0004898568228782238,0.0043107643388594526,0.00043107643388594526,0.0003517875126410053,-0.004440542627635044,-0.0021193360823111365,0.0028027514449246865,0.005033320003865253,0.004922087527235823,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,boosted_structure,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,-0.00014401864500032392,0.004048725619347196,0.00040487256193471964,0.0002978579013533933,-0.00570569847372501,-0.0028143207769894055,0.0023507273524528208,0.004918630652772699,0.005165048129442226,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,relnet,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0004062263575038724,0.00426579032451957,0.00042657903245195704,0.0005559067686812247,-0.00435490843923699,-0.0017895422623244867,0.0030420672278245256,0.004900591463732677,0.004831609490149012,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,set_transformer,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.000674752307877382,0.004351022678452854,0.00043510226784528543,0.0006949889482189553,-0.004562724396586906,-0.001607661142529325,0.003635476302966338,0.005395580206312818,0.005243137445495663,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,attn_relnet,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,8.363046537435137e-05,0.0004876974678341548,4.876974678341548e-05,9.81988304609438e-05,-0.0004888843078716231,-0.00021794199326002905,0.0003852472338218352,0.0006442648902320992,0.0006031892270818642,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,set_transformer,calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00026852595037350963,0.003593949904009508,0.0003593949904009508,0.0005844516826305213,-0.004778116633184048,-0.0019460933866294466,0.0025370649908392218,0.004994634601652151,0.004483158377468668,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,attn_relnet,set_transformer,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0002586736835127982,0.0030816637672313,0.00030816637672313,0.0006981728942751262,-0.003949755406779682,-0.0013443201618865358,0.0019311383381461998,0.003654719384433484,0.003275458500032736,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,attn_relnet,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,7.119604873528968e-05,0.0033984461441548862,0.0003398446144154886,-0.00032869477721705074,-0.0043199409644546615,-0.0024029543522144656,0.001957714405951955,0.004860909311033189,0.00436066875816642,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,relnet,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0001140808567892574,0.003308840220919938,0.0003308840220919938,-0.0001590252706182788,-0.003970752507456968,-0.0020599808459219834,0.0023663942576255814,0.004715849735422567,0.004426375103547564,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,set_transformer,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00032986973224808784,0.0034189494035688443,0.0003418949403568844,0.0004405690067211857,-0.00362796352843583,-0.0018822789709391483,0.0025364710707223193,0.004787157662208107,0.004418750041661468,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,attn_relnet,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00010382918582476492,0.003380050232968241,0.0003380050232968241,0.00020311674957841457,-0.004134005912270586,-0.0020178984453094006,0.0023233203135996977,0.004240020040782378,0.004341218758909098,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,boosted_structure,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,3.263313708947531e-05,0.0031523944740000634,0.00031523944740000635,-1.0993606849705301e-05,-0.00416998826367557,-0.0021345022455255946,0.002535224302555292,0.004025060431657623,0.004669726548080887,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,relnet,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00014671399387873273,0.0034241599158561092,0.0003424159915856109,0.0003128271664182727,-0.0045499277075698305,-0.0018665116010828237,0.0022969924920230567,0.004489464141276772,0.004163504093105881,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,set_transformer,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00036250286933756315,0.0033267093423355962,0.0003326709342335596,0.0007477338496272405,-0.0036045622216963,-0.0013272215338253244,0.0023453499514488265,0.003571862548522743,0.003672571485274151,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,attn_relnet,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,-4.288480805396778e-05,0.0008252115864400481,8.252115864400481e-05,-5.925225300498825e-05,-0.0006962937169390509,-0.0004291879256443615,0.0004506698360207525,0.0008165109777671484,0.000879857761665114,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,set_transformer,calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00021578887545883042,0.0031473743826055524,0.0003147374382605552,0.0005344128629014241,-0.0038521498273164484,-0.0013652564924734967,0.001822017560874223,0.003930257956966934,0.00318727405334772,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,attn_relnet,set_transformer,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,-3.38366860437702e-05,0.0008402829461584324,8.402829461584324e-05,9.193658456904674e-06,-0.0011024782864908294,-0.0005250565880838935,0.0003805232788712046,0.0009919447843291396,0.0009055798669550981,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,attn_relnet,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,9.310548233476781e-05,0.0008506271742741557,8.506271742741558e-05,0.0001579668282643623,-0.0011468748289013772,-0.0002874803881864098,0.0006582070422834173,0.0011481496118911257,0.0009456874304698271,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,relnet,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,7.037766683193954e-05,0.0008636089614776074,8.636089614776074e-05,9.354270002445014e-05,-0.0010734717761094789,-0.00030559577999633887,0.00064839945344905,0.0011259639453646464,0.0009539952334453889,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,set_transformer,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,5.926879629099761e-05,0.0010693017861967905,0.00010693017861967906,0.0001487122702588349,-0.0009947809787200514,-0.0005337744526134995,0.0006744134558216274,0.0012921986932635564,0.001208187908435127,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,attn_relnet,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00013487942962751298,0.0011183942592686593,0.00011183942592686593,-1.4062274271829656e-05,-0.0009490923764615133,-0.0004261510271500752,0.0006893949848959802,0.0013497862219214352,0.0011155460120460554,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,boosted_structure,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,4.177394729274517e-05,0.001019221862206869,0.00010192218622068689,-3.9642023473122207e-05,-0.0010718600048375674,-0.0005442174905058873,0.000746501135539349,0.00130353499367461,0.0012907186260452362,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,relnet,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0001121516141246847,0.0011293439074552957,0.00011293439074552957,2.582667518578538e-05,-0.0009418730084461396,-0.0005052091428560963,0.0006400513580276917,0.001401862344247517,0.001145260500883788,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,set_transformer,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00010104274358374278,0.0011414715619589976,0.00011414715619589976,0.00014338530891096213,-0.0012103816078240682,-0.00042421999298172634,0.0005957309405245099,0.0014140336689629062,0.0010199509335062362,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,attn_relnet,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,2.272781550282828e-05,0.0001187755930840568,1.187755930840568e-05,2.2898931211351448e-05,-9.210172794603746e-05,-3.4374287265570916e-05,7.040142514204081e-05,0.00016520076244734216,0.00010477571240761173,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,set_transformer,game_equal_calibrated_brier,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,-1.1108870540941923e-05,0.0008472547702496907,8.472547702496907e-05,5.6432122246766886e-05,-0.0010231978709514908,-0.0004767192877379797,0.000420672290701387,0.001017637327056549,0.0008973915784393667,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,attn_relnet,set_transformer,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,8.853709977362595e-05,0.0036954692524605037,0.00036954692524605035,0.00042307279363509864,-0.00525604068734721,-0.002365560956627835,0.0022178602904512207,0.004735161248300132,0.004583421247079056,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,attn_relnet,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0006155655233676607,0.003995420958518422,0.0003995420958518422,0.0009094161742526502,-0.005142957932712644,-0.0014997670140493718,0.0034014417000690633,0.0048611002165036285,0.004901208714118435,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,relnet,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0005228908599510368,0.004021205315426723,0.0004021205315426723,0.0009264659081037047,-0.005425296716104419,-0.001541976701174494,0.003080033495618202,0.0051350191384419855,0.004622010196792696,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,set_transformer,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0007041026231412867,0.004503948728340541,0.0004503948728340541,0.001360123018877113,-0.0044472443534523485,-0.002130489953014396,0.003286415825102522,0.0056385404232292095,0.005416905778116918,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,attn_relnet,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00048463017563940585,0.004548058830490753,0.00045480588304907534,0.0007383889467162119,-0.004404754280195466,-0.002157041098887716,0.003012301381279045,0.005403321137351093,0.005169342480166761,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,boosted_structure,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,-0.00013093534772825487,0.004300002681724284,0.00043000026817242837,0.00026254077606821524,-0.005868324683990922,-0.0031035711036465907,0.0024633646883786,0.005288163984533512,0.0055669357920251905,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,relnet,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0003919555122227819,0.004506063395724019,0.00045060633957240187,0.0007133568537574936,-0.004421924482576789,-0.0022067421401016085,0.003176631940952801,0.0056082958821568685,0.0053833740810544095,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,linear_structure,set_transformer,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0005731672754130318,0.004537866492333156,0.00045378664923331557,0.0008167417175949931,-0.004551578687914623,-0.001973914059845039,0.0037601241772328847,0.005848090227031854,0.005734038237077924,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,attn_relnet,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,9.267466341662395e-05,0.0005235009448446394,5.235009448446394e-05,0.00011984511531892839,-0.0005086770228268283,-0.00022638987345599548,0.00043467827428685796,0.0007762480524905219,0.0006610681477428534,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,relnet,set_transformer,game_equal_calibrated_log_loss,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0001812117631902499,0.003644581971396606,0.0003644581971396606,0.0003831181657683036,-0.005198531766035308,-0.0022898027986156325,0.002519944633443079,0.005044181266286752,0.004809747432058711,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,attn_relnet,set_transformer,game_equal_calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.0002513035016876395,0.0031566376509483554,0.00031566376509483557,0.0006760399722466513,-0.003925282304708722,-0.0011514760544129913,0.002126096013015677,0.0035512169463453105,0.0032775720674286684,secondary_descriptive_not_in_primary_max_t_family
bdb2023_sack,boosted_structure,attn_relnet,game_equal_calibration_bias,20,60,left_largest_minus_20_minus_right_largest_minus_20_within_repeat,100,0.00011171489429565669,0.003493090524205415,0.0003493090524205415,-0.0002898880347005522,-0.004395284804890096,-0.0021955499587035954,0.002118412226977894,0.0054602633901379176,0.0043139621856814895,secondary_descriptive_not_in_primary_max_t_family
