task_id,metric,n_train,model_left,model_right,repeats,difference_mean,difference_sd,difference_q10,difference_q90,difference_mcse
bdb2023_sack,skill,40,boosted_structure,relnet,100,-0.02373233953121352,0.01739674333155048,-0.04021868138309872,-0.0047785442418447725,0.0017396743331550481
bdb2023_sack,skill,40,boosted_structure,attn_relnet,100,-0.024526320311365302,0.015216286887222827,-0.04009667863907124,-0.004975488937001059,0.0015216286887222827
bdb2023_sack,skill,40,boosted_structure,set_transformer,100,-0.02220489523497939,0.02066990866284424,-0.04290260743216495,2.018193364440582e-05,0.002066990866284424
bdb2023_sack,skill,40,relnet,attn_relnet,100,-0.0007939807801517806,0.008602597787768819,-0.0002884481036626418,0.0011316342790024475,0.0008602597787768819
bdb2023_sack,skill,40,relnet,set_transformer,100,0.0015274442962341316,0.02100656341527882,-0.013518286003216062,0.024074511481324494,0.002100656341527882
bdb2023_sack,skill,40,attn_relnet,set_transformer,100,0.002321425076385912,0.01880775689228032,-0.013167681740486626,0.024030361239613003,0.0018807756892280322
bdb2023_sack,skill,50,linear_structure,boosted_structure,100,0.02453777330771115,0.012493960015529744,0.012067461109033518,0.039304486738797356,0.0012493960015529744
bdb2023_sack,skill,50,linear_structure,relnet,100,0.004635316646993408,0.017377738933602848,-0.007129587952903782,0.014881652395598653,0.0017377738933602848
bdb2023_sack,skill,50,linear_structure,attn_relnet,100,0.004772066401044366,0.017459672747434662,-0.007066300374405532,0.0149250714513152,0.0017459672747434662
bdb2023_sack,skill,50,linear_structure,set_transformer,100,0.0032591744955791724,0.015651285129247225,-0.009768835110205987,0.019145523291351083,0.0015651285129247225
bdb2023_sack,skill,50,boosted_structure,relnet,100,-0.019902456660717733,0.016556353410437746,-0.03562324535895978,-0.005463111182390445,0.0016556353410437745
bdb2023_sack,skill,50,boosted_structure,attn_relnet,100,-0.01976570690666678,0.01659748960096953,-0.035582000815907865,-0.005598484219383178,0.001659748960096953
