task_id,ablation_id,model,n_train,metric,definition,repeats,mean_difference,difference_sd,difference_q10,difference_q90,inferential_family
bdb2023_sack,collapse_typed_edges,relnet,60,primary_loss,secondary_minus_fixed_main_within_repeat,20,5.2374808740294e-05,0.0006759196467347903,-0.0006112851443922027,0.0006158109670942689,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,20,rms_reliability,secondary_minus_fixed_main_within_repeat,20,-0.0005278112511554351,0.009347555820719574,-0.01370710442273951,0.008468406424980705,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,60,rms_reliability,secondary_minus_fixed_main_within_repeat,20,0.001012968444180183,0.009328033660738479,-0.00948126026958523,0.011452432211579579,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,20,rms_reliability,secondary_minus_fixed_main_within_repeat,20,-0.0013790305774998269,0.00948525676947014,-0.012302028997460114,0.009046982632999846,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,60,rms_reliability,secondary_minus_fixed_main_within_repeat,20,0.00048758855626423927,0.009623499046552464,-0.012273613527162266,0.011187642041278182,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,20,set_doubleton_rate,secondary_minus_fixed_main_within_repeat,20,-0.006630810942685294,0.10722683683684746,-0.14376466803971746,0.110438483085542,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,60,set_doubleton_rate,secondary_minus_fixed_main_within_repeat,20,-0.0112942137913342,0.08560281261576087,-0.108634082978886,0.08523909210947912,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,20,set_doubleton_rate,secondary_minus_fixed_main_within_repeat,20,-0.010401214198106168,0.10607151597389866,-0.14515780976011167,0.11968299969788182,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,60,set_doubleton_rate,secondary_minus_fixed_main_within_repeat,20,-0.010680131600099813,0.09087431996881956,-0.11413330080415869,0.08868529081560167,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,20,set_empty_rate,secondary_minus_fixed_main_within_repeat,20,0.0,0.0,0.0,0.0,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,60,set_empty_rate,secondary_minus_fixed_main_within_repeat,20,0.0,0.0,0.0,0.0,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,20,set_empty_rate,secondary_minus_fixed_main_within_repeat,20,0.0,0.0,0.0,0.0,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,60,set_empty_rate,secondary_minus_fixed_main_within_repeat,20,0.0,0.0,0.0,0.0,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,20,set_singleton_rate,secondary_minus_fixed_main_within_repeat,20,0.006630810942685299,0.10722683683684747,-0.1104384830855419,0.14376466803971752,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,60,set_singleton_rate,secondary_minus_fixed_main_within_repeat,20,0.011294213791334181,0.0856028126157609,-0.08523909210947904,0.108634082978886,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,20,set_singleton_rate,secondary_minus_fixed_main_within_repeat,20,0.010401214198106174,0.10607151597389866,-0.11968299969788183,0.1451578097601117,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,60,set_singleton_rate,secondary_minus_fixed_main_within_repeat,20,0.010680131600099802,0.09087431996881956,-0.08868529081560154,0.11413330080415873,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,20,skill,secondary_minus_fixed_main_within_repeat,20,0.002517825969346571,0.018278553604044193,-0.01581880492333585,0.016594696191383956,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,attn_relnet,60,skill,secondary_minus_fixed_main_within_repeat,20,-0.0007216144594580809,0.010865612395500431,-0.00896914023637394,0.009193515866407822,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,20,skill,secondary_minus_fixed_main_within_repeat,20,0.0026538382057148036,0.017664632845561256,-0.015796192738676895,0.01696459737899921,secondary_descriptive_only
bdb2023_sack,collapse_typed_edges,relnet,60,skill,secondary_minus_fixed_main_within_repeat,20,-0.0014079832633387857,0.011507203485371152,-0.011683255795192393,0.009252706872184447,secondary_descriptive_only
