metric,base_metric,aggregation,model,n_train,n_repeats,sd,bootstrap_lower,bootstrap_upper,bca_bias_correction,bca_acceleration,confidence,bootstrap_draws,interval_method
coverage_game_equal,coverage,game_equal,ridge_sgd_l2,160,100,0.004679280482470832,0.0041481356403229724,0.005423340594207479,0.12136744671333508,0.03714833645017388,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,ridge_sgd_l2,240,100,0.004433727777256316,0.003944607930256133,0.005131627370374019,0.12743009251227935,0.03672191525432176,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,ridge_sgd_l2,360,100,0.004373165857451638,0.003892343778997757,0.005000560176346777,0.12136744671333508,0.02922156314404555,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,lightgbm_multiclass,20,100,0.0055775167211347875,0.004999746574346623,0.006285072822346775,0.10421340026908517,0.02666990148339856,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,lightgbm_multiclass,40,100,0.0049340374720899015,0.004382324057612861,0.005625612241236725,0.10547362176886818,0.03664602038592057,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,lightgbm_multiclass,80,100,0.005706162514148842,0.004971308951763651,0.0066861527904738685,0.12465081188363734,0.03830837914804996,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,lightgbm_multiclass,160,100,0.0051558769596675245,0.0045613659078504315,0.0059954319928013705,0.11404767598129187,0.04677945940658499,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,lightgbm_multiclass,240,100,0.005057594269219355,0.004409422663985608,0.006003467141579113,0.11253401620461544,0.0485748925195042,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,lightgbm_multiclass,360,100,0.005120639564126168,0.004453732342767827,0.006006379313644035,0.08859975852623243,0.04635133231965124,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,zoo_cnn,20,100,0.02097478538372183,0.017135382271434223,0.02532801025383395,0.06572094093465736,0.048543727960602606,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,zoo_cnn,40,100,0.012182336651031554,0.009308750237585364,0.017520372480454162,0.12187249377624015,0.10805841664590309,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,zoo_cnn,80,100,0.007434232432749716,0.006646190179373454,0.008411980575932034,0.09892225328197578,0.03572788365232711,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,zoo_cnn,160,100,0.007176313830908052,0.006295546579333663,0.008245948191061801,0.07878957024029087,0.036448090851847685,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,zoo_cnn,240,100,0.006646346381945153,0.005866795445512754,0.007569414750795073,0.08029831289205504,0.02957514178828524,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,zoo_cnn,360,100,0.007496875498871777,0.006503347573562419,0.00881943062031252,0.08784483789587182,0.049065169170257376,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,set_transformer,20,100,0.01121902222975379,0.009598418966550521,0.013211693258381823,0.07677819172498306,0.047828677419031955,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,set_transformer,40,100,0.007663836814110809,0.006750181887037703,0.008816293389435648,0.0818072383494721,0.04687413983533362,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,set_transformer,80,100,0.007215257930174804,0.006465278525953902,0.008287868951528679,0.13982279805227701,0.03575020117070876,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,set_transformer,160,100,0.007336417323723511,0.006307775266593296,0.008835380765378952,0.10950746646938428,0.06312943800205596,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,set_transformer,240,100,0.0066181432390021435,0.005847125250333913,0.00755449069437861,0.10547362176886818,0.028974505657337737,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,set_transformer,360,100,0.007694831462133673,0.006847269029005045,0.008948569332812333,0.12010496419685164,0.04749124586814532,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,ridge_sgd_l2,20,100,0.9313592128680386,0.8180094567144225,1.0659358836214403,0.08734158531365724,0.030656615017421503,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,ridge_sgd_l2,40,100,0.7283757507251118,0.6411548893487785,0.8424833712769121,0.11329081364694277,0.0369069143461517,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,ridge_sgd_l2,80,100,0.5311077092598273,0.4643950978570329,0.6129875126246719,0.08784483789587182,0.030777670114500118,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,ridge_sgd_l2,160,100,0.4246686208353154,0.36974981499215875,0.5235900627831565,0.1367859367492717,0.08847780733381733,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,ridge_sgd_l2,240,100,0.3297204009440515,0.28912850547801117,0.39638699458808546,0.11960002489866088,0.06449596239031015,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,ridge_sgd_l2,360,100,0.3024938431647741,0.2641262732909709,0.36180618824259625,0.11960002489866088,0.06429240452875352,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,lightgbm_multiclass,20,100,0.5824532059658651,0.5101283181047868,0.6831268289414596,0.10622983495269706,0.05099866537577303,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,lightgbm_multiclass,40,100,0.32759612107781916,0.2925679138733595,0.3720138198160685,0.11783297660947314,0.03220576888687381,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,lightgbm_multiclass,80,100,0.33316669477016897,0.29118496008447275,0.39166434053108756,0.11001182102288878,0.051578251288979075,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,lightgbm_multiclass,160,100,0.3075526986059124,0.2715936302282362,0.36012170912259883,0.10547362176886818,0.05402656139453318,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,lightgbm_multiclass,240,100,0.2657521874920447,0.23595198578519452,0.3083770153659096,0.12060993411930736,0.04344363759966243,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,lightgbm_multiclass,360,100,0.2560090265694636,0.2262724154095294,0.29395631306859876,0.09665547500856761,0.03686708395116143,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,zoo_cnn,20,100,8.09777366460255,6.066990001313336,10.673259464851423,0.0747671237792237,0.07235096738842317,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,zoo_cnn,40,100,3.4748970428288377,2.259909336650148,6.17647716109102,0.17255655959478658,0.14729463786820754,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,zoo_cnn,80,100,1.3318093955271137,1.1336443955637514,1.5932596174055451,0.0893547296534372,0.05834441718973204,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,zoo_cnn,160,100,1.2214521332903991,1.0122879426302969,1.6093599034549702,0.12288268129946614,0.10257894605425324,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,zoo_cnn,240,100,0.9289595763857288,0.8063673423653049,1.1190794673271878,0.14083537039712735,0.06382736465032872,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,zoo_cnn,360,100,1.2064708810788838,0.973553731211889,1.6415681801485627,0.14032906623972866,0.1099022612485835,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,set_transformer,20,100,1.5080042598022425,1.3201820845313277,1.7533788693847039,0.09111652778275008,0.05001796634271323,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,set_transformer,40,100,0.8572251002065008,0.7282678351773062,1.0571045913377626,0.11758057130057153,0.07795072893385051,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,set_transformer,80,100,0.6826794239635733,0.5979632562405383,0.7942146205072553,0.11455228714160764,0.04325326322666095,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,set_transformer,160,100,0.7848589422762513,0.6885872089531349,0.9064112150784056,0.1105162035620418,0.03856740346629319,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,set_transformer,240,100,0.6941002387586003,0.6164604860259782,0.7997206185877649,0.1077424440226698,0.044067790894441516,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,set_transformer,360,100,0.7649473968668831,0.6827099932059731,0.8745282617204778,0.10900313977014242,0.033239379167408024,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,ridge_sgd_l2,20,100,0.9313592128680385,0.8180094567144224,1.0659358836214403,0.08734158531365724,0.03065661501742119,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,ridge_sgd_l2,40,100,0.7283757507251118,0.6411548893487785,0.8424833712769121,0.11329081364694277,0.03690691434615179,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,ridge_sgd_l2,80,100,0.531107709259827,0.464395097857033,0.6129875126246717,0.08784483789587182,0.030777670114499764,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,ridge_sgd_l2,160,100,0.42466862083531554,0.3697498149921588,0.5235900627831565,0.1367859367492717,0.08847780733381608,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,ridge_sgd_l2,240,100,0.3297204009440514,0.28912850547801094,0.39638699458808546,0.11960002489866088,0.06449596239030954,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,ridge_sgd_l2,360,100,0.3024938431647739,0.2641262732909707,0.3618061882425962,0.11960002489866088,0.06429240452875487,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,lightgbm_multiclass,20,100,0.5824532059658649,0.5101283181047869,0.6831268289414599,0.10622983495269706,0.05099866537577354,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,lightgbm_multiclass,40,100,0.3275961210778191,0.29256791387335934,0.3720138198160684,0.11783297660947314,0.03220576888687383,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,lightgbm_multiclass,80,100,0.3331666947701689,0.29118496008447275,0.3916643405310873,0.11001182102288878,0.0515782512889787,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,lightgbm_multiclass,160,100,0.3075526986059123,0.2715936302282361,0.3601217091225987,0.10547362176886818,0.05402656139453301,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,lightgbm_multiclass,240,100,0.2657521874920443,0.23595198578519413,0.30837701536590945,0.12060993411930736,0.043443637599664145,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,lightgbm_multiclass,360,100,0.2560090265694635,0.22627241540952958,0.2939563130685986,0.09665547500856761,0.036867083951163976,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,zoo_cnn,20,100,8.09777366460255,6.066990001313336,10.673259464851414,0.0747671237792237,0.07235096738842302,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,zoo_cnn,40,100,3.4748970428288377,2.259909336650149,6.17647716109102,0.17255655959478658,0.14729463786820757,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,zoo_cnn,80,100,1.331809395527114,1.1336443955637514,1.593259617405545,0.0893547296534372,0.05834441718973278,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,zoo_cnn,160,100,1.2214521332903996,1.012287942630297,1.6093599034549706,0.12288268129946614,0.10257894605425386,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,zoo_cnn,240,100,0.9289595763857286,0.8063673423653048,1.1190794673271875,0.14083537039712735,0.06382736465032961,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,zoo_cnn,360,100,1.206470881078884,0.973553731211889,1.6415681801485507,0.14032906623972866,0.10990226124858261,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,set_transformer,20,100,1.5080042598022425,1.3201820845313272,1.7533788693847039,0.09111652778275008,0.050017966342712335,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,set_transformer,40,100,0.8572251002065007,0.7282678351773062,1.0571045913377628,0.11758057130057153,0.07795072893385016,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,set_transformer,80,100,0.6826794239635732,0.5979632562405385,0.794214620507254,0.11455228714160764,0.043253263226659594,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,set_transformer,160,100,0.7848589422762514,0.6885872089531355,0.9064112150784055,0.1105162035620418,0.038567403466294954,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,set_transformer,240,100,0.6941002387586002,0.6164604860259784,0.7997206185877652,0.1077424440226698,0.04406779089444203,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,set_transformer,360,100,0.764947396866883,0.6827099932059714,0.8745282617204773,0.10900313977014242,0.033239379167406026,0.95,10000,bca_repeat_block
