metric,base_metric,aggregation,n_train,model_a,model_a_display_name,model_b,model_b_display_name,mean_width_a,mean_width_b,width_mean_difference_a_minus_b,width_simultaneous_lower,width_simultaneous_upper,coverage_metric,coverage_target,coverage_lcb_a,coverage_lcb_b,coverage_qualified_a,coverage_qualified_b,both_coverage_qualified,sharper_model,sharper_model_display_name,sharper_at_controlled_coverage,sharpness_status
mean_width,mean_width,play,160,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,14.94636505165052,14.761510353136542,0.1848546985139786,-0.39740343022436797,0.7671128272523252,coverage,0.9,0.9160073072045075,0.9215041435592799,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,160,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,22.648846684907923,14.865484550986505,7.783362133921413,7.595941178895587,7.970783088947239,coverage,0.9,0.9363948279463141,0.9121154954131786,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,160,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,22.648846684907923,15.946365051650519,6.702481633257401,6.198888778474702,7.2060744880401,coverage,0.9,0.9363948279463141,0.9160073072045075,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,160,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,22.648846684907923,15.761510353136542,6.887336331771376,6.535233053316979,7.239439610225773,coverage,0.9,0.9363948279463141,0.9215041435592799,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,160,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,14.865484550986505,15.946365051650519,-1.0808805006640143,-1.5557023781970716,-0.606058623130957,coverage,0.9,0.9121154954131786,0.9160073072045075,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,160,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,14.865484550986505,15.761510353136542,-0.8960258021500355,-1.2211311239343914,-0.5709204803656796,coverage,0.9,0.9121154954131786,0.9215041435592799,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,160,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,15.946365051650519,15.761510353136542,0.18485469851397865,-0.3974034302243681,0.7671128272523253,coverage,0.9,0.9160073072045075,0.9215041435592799,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,160,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,21.59380991487308,13.886082650643388,7.7077272642296855,7.521101694029629,7.894352834429742,coverage_game_equal,0.9,0.9360614746331423,0.91259238557288,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,160,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,21.59380991487308,14.975608465070607,6.618201449802472,6.110895995094295,7.125506904510648,coverage_game_equal,0.9,0.9360614746331423,0.9163161951825028,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,160,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,21.59380991487308,14.779137089468673,6.8146728254044,6.463754723549381,7.1655909272594185,coverage_game_equal,0.9,0.9360614746331423,0.9216442396866571,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,160,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,13.886082650643388,14.975608465070607,-1.0895258144272155,-1.566785878818952,-0.6122657500354791,coverage_game_equal,0.9,0.91259238557288,0.9163161951825028,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,160,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,13.886082650643388,14.779137089468673,-0.8930544388252853,-1.2182205193935594,-0.5678883582570113,coverage_game_equal,0.9,0.91259238557288,0.9216442396866571,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,160,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,14.975608465070607,14.779137089468673,0.19647137560193023,-0.38779828649493425,0.7807410376987947,coverage_game_equal,0.9,0.9163161951825028,0.9216442396866571,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,22.59380991487308,14.886082650643388,7.7077272642296855,7.521101694029629,7.894352834429742,coverage_game_equal,0.9,0.9360614746331423,0.91259238557288,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,22.59380991487308,15.975608465070607,6.618201449802472,6.110895995094295,7.125506904510648,coverage_game_equal,0.9,0.9360614746331423,0.9163161951825028,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,22.59380991487308,15.779137089468673,6.814672825404402,6.463754723549383,7.16559092725942,coverage_game_equal,0.9,0.9360614746331423,0.9216442396866571,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,14.886082650643388,15.975608465070607,-1.0895258144272149,-1.5667858788189513,-0.6122657500354785,coverage_game_equal,0.9,0.91259238557288,0.9163161951825028,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,14.886082650643388,15.779137089468673,-0.8930544388252847,-1.2182205193935587,-0.5678883582570107,coverage_game_equal,0.9,0.91259238557288,0.9216442396866571,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,15.975608465070607,15.779137089468673,0.19647137560193037,-0.3877982864949341,0.7807410376987949,coverage_game_equal,0.9,0.9163161951825028,0.9216442396866571,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width,mean_width,play,240,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,21.61244221948263,13.696381897412577,7.916060322070052,7.755648021305465,8.07647262283464,coverage,0.9,0.936179236511206,0.9121875223148731,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width,mean_width,play,240,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,21.61244221948263,14.534168730025087,7.0782734894575405,6.710063732528582,7.446483246386499,coverage,0.9,0.936179236511206,0.917006052484972,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width,mean_width,play,240,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,21.61244221948263,14.443138418765963,7.1693038007166585,6.877799534753304,7.460808066680013,coverage,0.9,0.936179236511206,0.9218475753877158,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width,mean_width,play,240,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,13.696381897412577,14.534168730025087,-0.8377868326125113,-1.20474912393908,-0.4708245412859426,coverage,0.9,0.9121875223148731,0.917006052484972,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width,mean_width,play,240,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,13.696381897412577,14.443138418765963,-0.7467565213533888,-1.0305376385486198,-0.4629754041581578,coverage,0.9,0.9121875223148731,0.9218475753877158,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width,mean_width,play,240,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,14.534168730025087,14.443138418765963,0.09103031125912288,-0.3384730169760628,0.5205336394943085,coverage,0.9,0.917006052484972,0.9218475753877158,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,240,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,22.61244221948263,14.696381897412577,7.916060322070052,7.755648021305465,8.07647262283464,coverage,0.9,0.936179236511206,0.9121875223148731,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,240,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,22.61244221948263,15.534168730025087,7.0782734894575405,6.710063732528582,7.446483246386499,coverage,0.9,0.936179236511206,0.917006052484972,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,240,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,22.61244221948263,15.443138418765963,7.1693038007166585,6.877799534753304,7.460808066680013,coverage,0.9,0.936179236511206,0.9218475753877158,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,240,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,14.696381897412577,15.534168730025087,-0.8377868326125116,-1.2047491239390804,-0.47082454128594287,coverage,0.9,0.9121875223148731,0.917006052484972,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,240,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,14.696381897412577,15.443138418765963,-0.7467565213533885,-1.0305376385486196,-0.46297540415815747,coverage,0.9,0.9121875223148731,0.9218475753877158,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,240,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,15.534168730025087,15.443138418765963,0.09103031125912286,-0.3384730169760629,0.5205336394943086,coverage,0.9,0.917006052484972,0.9218475753877158,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,240,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,21.557506419473516,13.719049295350763,7.838457124122754,7.678996682967616,7.997917565277891,coverage_game_equal,0.9,0.9358446050312438,0.9126961562285546,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,240,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,21.557506419473516,14.56087582092093,6.996630598552586,6.630384214407148,7.362876982698023,coverage_game_equal,0.9,0.9358446050312438,0.9171672680536276,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,240,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,21.557506419473516,14.462700452579863,7.094805966893652,6.803574359892626,7.386037573894678,coverage_game_equal,0.9,0.9358446050312438,0.9219310413271493,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,240,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,13.719049295350763,14.56087582092093,-0.8418265255701683,-1.2090707853519722,-0.4745822657883645,coverage_game_equal,0.9,0.9126961562285546,0.9171672680536276,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,240,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,13.719049295350763,14.462700452579863,-0.7436511572291019,-1.0275430184574654,-0.45975929600073834,coverage_game_equal,0.9,0.9126961562285546,0.9219310413271493,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,240,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,14.56087582092093,14.462700452579863,0.09817536834106648,-0.3317415740030893,0.5280923106852222,coverage_game_equal,0.9,0.9171672680536276,0.9219310413271493,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,22.557506419473516,14.719049295350763,7.838457124122754,7.678996682967616,7.997917565277891,coverage_game_equal,0.9,0.9358446050312438,0.9126961562285546,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,22.557506419473516,15.56087582092093,6.996630598552586,6.630384214407148,7.362876982698023,coverage_game_equal,0.9,0.9358446050312438,0.9171672680536276,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,22.557506419473516,15.462700452579863,7.094805966893652,6.803574359892626,7.386037573894678,coverage_game_equal,0.9,0.9358446050312438,0.9219310413271493,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,14.719049295350763,15.56087582092093,-0.8418265255701687,-1.2090707853519724,-0.4745822657883648,coverage_game_equal,0.9,0.9126961562285546,0.9171672680536276,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,14.719049295350763,15.462700452579863,-0.7436511572291015,-1.027543018457465,-0.45975929600073795,coverage_game_equal,0.9,0.9126961562285546,0.9219310413271493,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,15.56087582092093,15.462700452579863,0.09817536834106672,-0.331741574003089,0.5280923106852224,coverage_game_equal,0.9,0.9171672680536276,0.9219310413271493,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width,mean_width,play,360,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,21.594451071720012,13.64421001519321,7.950241056526811,7.7940384244743965,8.106443688579226,coverage,0.9,0.9360292035648108,0.9137465030059567,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width,mean_width,play,360,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,21.594451071720012,14.110986503404082,7.483464568315933,7.0089379510886785,7.957991185543187,coverage,0.9,0.9360292035648108,0.9165767356101704,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width,mean_width,play,360,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,21.594451071720012,14.464827689242238,7.129623382477779,6.8320214525186325,7.427225312436925,coverage,0.9,0.9360292035648108,0.9238648280661079,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width,mean_width,play,360,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,13.64421001519321,14.110986503404082,-0.4667764882108763,-0.9500815499230887,0.016528573501336075,coverage,0.9,0.9137465030059567,0.9165767356101704,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width,mean_width,play,360,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,13.64421001519321,14.464827689242238,-0.8206176740490299,-1.1378956264807503,-0.5033397216173093,coverage,0.9,0.9137465030059567,0.9238648280661079,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width,mean_width,play,360,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,14.110986503404082,14.464827689242238,-0.3538411858381534,-0.902016244398807,0.19433387272250024,coverage,0.9,0.9165767356101704,0.9238648280661079,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,360,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,22.594451071720012,14.64421001519321,7.950241056526811,7.7940384244743965,8.106443688579226,coverage,0.9,0.9360292035648108,0.9137465030059567,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,360,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,22.594451071720012,15.110986503404082,7.483464568315933,7.0089379510886785,7.957991185543187,coverage,0.9,0.9360292035648108,0.9165767356101704,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,360,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,22.594451071720012,15.46482768924224,7.129623382477779,6.8320214525186325,7.427225312436925,coverage,0.9,0.9360292035648108,0.9238648280661079,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,360,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,14.64421001519321,15.110986503404082,-0.46677648821087614,-0.9500815499230886,0.01652857350133624,coverage,0.9,0.9137465030059567,0.9165767356101704,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,360,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,14.64421001519321,15.46482768924224,-0.8206176740490295,-1.13789562648075,-0.503339721617309,coverage,0.9,0.9137465030059567,0.9238648280661079,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive,mean_width_inclusive,play,360,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,15.110986503404082,15.46482768924224,-0.3538411858381535,-0.9020162443988069,0.1943338727224999,coverage,0.9,0.9165767356101704,0.9238648280661079,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,360,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,21.53983723053233,13.667309323739,7.872527906793328,7.718790024782003,8.026265788804652,coverage_game_equal,0.9,0.9357106807963114,0.9141701252948936,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,360,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,21.53983723053233,14.138200510095627,7.401636720436706,6.924458908865523,7.878814532007889,coverage_game_equal,0.9,0.9357106807963114,0.916770440957707,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,360,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,21.53983723053233,14.484736524805687,7.055100705726644,6.7588419512609725,7.351359460192315,coverage_game_equal,0.9,0.9357106807963114,0.9240012538224417,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,360,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,13.667309323739,14.138200510095627,-0.47089118635662586,-0.9562321082018732,0.014449735488621496,coverage_game_equal,0.9,0.9141701252948936,0.916770440957707,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,360,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,13.667309323739,14.484736524805687,-0.8174272010666858,-1.1349213930487223,-0.49993300908464916,coverage_game_equal,0.9,0.9141701252948936,0.9240012538224417,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_game_equal,mean_width,game_equal,360,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,14.138200510095627,14.484736524805687,-0.34653601471006,-0.8967496866084741,0.20367765718835407,coverage_game_equal,0.9,0.916770440957707,0.9240012538224417,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,ridge_sgd_l2,L2 one-vs-rest logistic,lightgbm_multiclass,LightGBM,22.53983723053233,14.667309323739,7.872527906793328,7.718790024782003,8.026265788804652,coverage_game_equal,0.9,0.9357106807963114,0.9141701252948936,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,ridge_sgd_l2,L2 one-vs-rest logistic,zoo_cnn,Zoo CNN,22.53983723053233,15.138200510095627,7.401636720436706,6.924458908865523,7.878814532007889,coverage_game_equal,0.9,0.9357106807963114,0.916770440957707,True,True,True,zoo_cnn,Zoo CNN,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,ridge_sgd_l2,L2 one-vs-rest logistic,set_transformer,Set Transformer,22.53983723053233,15.484736524805687,7.055100705726644,6.7588419512609725,7.351359460192315,coverage_game_equal,0.9,0.9357106807963114,0.9240012538224417,True,True,True,set_transformer,Set Transformer,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,lightgbm_multiclass,LightGBM,zoo_cnn,Zoo CNN,14.667309323739,15.138200510095627,-0.4708911863566261,-0.9562321082018737,0.014449735488621496,coverage_game_equal,0.9,0.9141701252948936,0.916770440957707,True,True,True,,,False,inconclusive_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,lightgbm_multiclass,LightGBM,set_transformer,Set Transformer,14.667309323739,15.484736524805687,-0.8174272010666859,-1.1349213930487223,-0.4999330090846493,coverage_game_equal,0.9,0.9141701252948936,0.9240012538224417,True,True,True,lightgbm_multiclass,LightGBM,True,sharper_at_controlled_coverage
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,zoo_cnn,Zoo CNN,set_transformer,Set Transformer,15.138200510095627,15.484736524805687,-0.3465360147100596,-0.8967496866084737,0.20367765718835446,coverage_game_equal,0.9,0.916770440957707,0.9240012538224417,True,True,True,,,False,inconclusive_at_controlled_coverage
