metric,n_train,model_a,model_b,contrast,n_repeats,mean,sd,mcse,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper,confidence,max_t_critical,bootstrap_draws
mean_width_inclusive_game_equal,80,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-2.323745331853406,1.3594533319888478,0.13594533319888477,-2.593490366465129,-2.0540002972416826,-2.85775017356795,-1.7897404901388616,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,80,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,-1.0020998252577373,0.6970946626667548,0.06970946626667548,-1.1404185299046976,-0.8637811206107772,-1.2759245430601633,-0.7282751074553113,0.95,3.9280851291401664,10000
mean_width_inclusive_game_equal,80,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,1.3216455065956692,1.4781601535187836,0.14781601535187835,1.0283464632300046,1.6149445499613337,0.7410116148432012,1.9022793983481372,0.95,3.9280851291401664,10000
crps,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,0.0006224425543014641,7.165840249668898e-05,7.165840249668898e-06,0.0006082239726062678,0.0006366611359966603,0.0005942945237789457,0.0006505905848239825,0.95,3.9280851291401664,10000
crps,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,0.0007232620499811664,0.0004497251293950282,4.497251293950282e-05,0.0006340268274546613,0.0008124972725076714,0.0005466061906834416,0.0008999179092788911,0.95,3.9280851291401664,10000
crps,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,0.0013538463105486325,0.0001394401098287408,1.394401098287408e-05,0.0013261783675843906,0.0013815142535128745,0.0012990730483662376,0.0014086195727310274,0.95,3.9280851291401664,10000
crps,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,0.00010081949567970208,0.0004515933312393567,4.515933312393567e-05,1.1213581376361362e-05,0.00019042540998304278,-7.657020920631656e-05,0.0002782092005657207,0.95,3.9280851291401664,10000
crps,160,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,100,0.0007314037562471681,0.00014537363539043348,1.4537363539043348e-05,0.000702558473082754,0.0007602490394115822,0.0006742997547125475,0.0007885077577817887,0.95,3.9280851291401664,10000
crps,160,zoo_cnn,set_transformer,zoo_cnn - set_transformer,100,0.0006305842605674663,0.00047383347080979095,4.7383347080979094e-05,0.0005365654200701681,0.0007246031010647644,0.0004444584395297852,0.0008167100816051473,0.95,3.9280851291401664,10000
coverage,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,100,0.024131499461039842,0.004388082060059553,0.00043880820600595535,0.02326080878022171,0.025002190141857974,0.022407823472483174,0.02585517544959651,0.95,3.9280851291401664,10000
coverage,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,100,0.01963846865770046,0.007476930434670204,0.0007476930434670204,0.01815488344632808,0.02112205386907284,0.016701466732496104,0.022575470582904815,0.95,3.9280851291401664,10000
coverage,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,100,0.014132836696981937,0.007756030088044221,0.0007756030088044221,0.012593872059271064,0.015671801334692807,0.011086202051980916,0.017179471341982958,0.95,3.9280851291401664,10000
coverage,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,100,-0.00449303080333938,0.007452238226301861,0.0007452238226301861,-0.005971716544870295,-0.0030143450618084645,-0.007420333418894002,-0.0015657281877847567,0.95,3.9280851291401664,10000
