model,model_display_name,n_train,metric,base_metric,aggregation,n_repeats,mean,sd,mcse,median,iqr,q10,q90
zoo_cnn,Zoo CNN,20,crps_game_equal,crps,game_equal,100,0.016259837145500267,0.0011876873275565557,0.00011876873275565556,0.015989176267053953,0.0008771347240580322,0.015288699712747244,0.017479568451360894
zoo_cnn,Zoo CNN,20,coverage_game_equal,coverage,game_equal,100,0.9281852668792899,0.020974785383721835,0.0020974785383721835,0.9213532709823565,0.01920935084531683,0.9115766430872014,0.9606101446171571
zoo_cnn,Zoo CNN,20,mean_width_game_equal,mean_width,game_equal,100,20.65621419661103,8.09777366460255,0.8097773664602551,17.70123650007897,4.302951904379029,15.748560815919829,31.44265890430494
zoo_cnn,Zoo CNN,20,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,21.656214196611028,8.09777366460255,0.8097773664602551,18.70123650007897,4.302951904379029,16.74856081591983,32.442658904304935
zoo_cnn,Zoo CNN,40,crps,crps,play,100,0.015229899377903785,0.0007595084635789053,7.595084635789053e-05,0.015100104401663756,0.0007545615935717325,0.0145580113505171,0.01591230348245635
zoo_cnn,Zoo CNN,40,coverage,coverage,play,100,0.9218645671203375,0.012189605714192892,0.001218960571419289,0.9194127644143663,0.011445188800130568,0.9105639290793436,0.9344403784000914
zoo_cnn,Zoo CNN,40,mean_width,mean_width,play,100,18.090440659374373,3.4757550057711324,0.34757550057711323,17.213119242863392,2.618823821346183,15.675930779099959,20.942935050934743
zoo_cnn,Zoo CNN,40,mean_width_inclusive,mean_width_inclusive,play,100,19.090440659374373,3.475755005771132,0.3475755005771132,18.213119242863392,2.618823821346183,16.675930779099957,21.942935050934743
zoo_cnn,Zoo CNN,40,mean_q,mean_q,play,100,1.8446087740223513,0.7732988148883867,0.07732988148883867,1.8861665299744579,1.1012259641593598,0.8780573708974077,2.717461918689494
zoo_cnn,Zoo CNN,40,crps_game_equal,crps,game_equal,100,0.015203927443247622,0.0007714100742436202,7.714100742436201e-05,0.015066079546515801,0.0007837002738077924,0.014509033438735648,0.015868745111548038
zoo_cnn,Zoo CNN,40,coverage_game_equal,coverage,game_equal,100,0.922066212913016,0.012182336651031552,0.0012182336651031553,0.9199542431887304,0.011797052346866455,0.9104109100438502,0.934239069182301
zoo_cnn,Zoo CNN,40,mean_width_game_equal,mean_width,game_equal,100,18.115114575626773,3.4748970428288386,0.34748970428288384,17.219879382468665,2.6070398933856858,15.689612297834813,20.979104662140852
zoo_cnn,Zoo CNN,40,mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,100,19.115114575626773,3.4748970428288386,0.34748970428288384,18.219879382468665,2.6070398933856858,16.689612297834817,21.979104662140852
zoo_cnn,Zoo CNN,80,crps,crps,play,100,0.014232431209911623,0.0006195756375444362,6.195756375444362e-05,0.014092387353466865,0.0005544248540660761,0.01364362364115343,0.014949768552340745
zoo_cnn,Zoo CNN,80,coverage,coverage,play,100,0.920018386984942,0.007411703121050264,0.0007411703121050264,0.9210712885420889,0.011584681220026649,0.9107465954874784,0.9285724552879762
zoo_cnn,Zoo CNN,80,mean_width,mean_width,play,100,16.60142241016105,1.3275759400188976,0.13275759400188974,16.391508336911887,1.6081786467871453,15.182460210778597,18.34292176336472
zoo_cnn,Zoo CNN,80,mean_width_inclusive,mean_width_inclusive,play,100,17.60142241016105,1.3275759400188978,0.13275759400188977,17.391508336911887,1.6081786467871453,16.182460210778597,19.34292176336472
zoo_cnn,Zoo CNN,80,mean_q,mean_q,play,100,0.8819145067891917,0.45785821014227274,0.045785821014227276,0.8238494519838296,0.5992034092991346,0.3138400172062335,1.5021008135499576
