metric,base_metric,aggregation,n_train,model_a,model_b,contrast,n_repeats,log_sd_ratio,log_bootstrap_lower,log_bootstrap_upper,sd_ratio,ratio_bootstrap_lower,ratio_bootstrap_upper,bca_bias_correction,bca_acceleration,regularized,confidence,bootstrap_draws,interval_method
crps_game_equal,crps,game_equal,40,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.998848447882323,-1.3690519906425282,-0.6821704649556926,0.3683033175319926,0.25434796955007133,0.5055185903904057,-0.060697654093910605,-0.07996292232402749,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,40,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.010114829619466192,-0.10354882554756566,0.07739469518161224,0.9899361532305764,0.9016319989910688,1.0804684479339521,-0.008773311508328193,-0.006898962030310293,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,40,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.9887336182628568,0.6776986618472112,1.333035757587408,2.6878284992493606,1.9693403950724198,3.7925391590801234,0.06195332727242649,0.0776004542360831,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,80,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.13322427199127418,-0.18902147082484339,-0.07938748571626317,0.8752687718246662,0.8277687336264425,0.9236819415342189,0.0010026514778481883,-0.01836562685685191,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,80,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.9001242862478254,-1.277266562594046,-0.6264302826657097,0.4065191318631355,0.27879833766043605,0.534496400609654,-0.08231025472694918,-0.0975253598983081,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,80,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.06251728169331727,-0.14154809276115032,0.01731634407054534,0.9393968283053064,0.8680134294185192,1.0174671411168907,0.018800819591187536,-0.008859213418786658,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,80,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.7669000142565512,-1.1456178402272512,-0.49472224394215714,0.4644506292800417,0.3180273669774865,0.6097402428243913,-0.08054978767948894,-0.09629829858134929,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,80,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.0707069902979569,-0.020538514273785877,0.1632769839552697,1.0732667022347349,0.9796709644321673,1.1773627551216364,0.01704589771498929,0.0027171457156521532,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,80,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.8376070045545081,0.5575729711554649,1.2018076651987082,2.3108305481218454,1.7464287196127668,3.326124010319248,0.07451576171308831,0.09369551106381815,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,160,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.11123965790948276,-0.16121037165053784,-0.0679039874361388,0.8947242954781068,0.851113002225231,0.9343501786269328,-0.016544501343174617,-0.011901213866378685,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,160,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.7365769159271291,-0.9943462573623817,-0.5226441633123603,0.4787499150506804,0.36996522754720257,0.5929506150430267,-0.04187292522767434,-0.05650161468161798,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,160,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.07600727266953378,-0.17005076208669503,0.018541208783446225,0.9268094661559038,0.843621991496777,1.0187141642760045,-0.01504033667863567,-0.005986744448817105,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,160,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.6253372580176464,-0.896437172673074,-0.4142041022100285,0.5350809377483758,0.40802078074639675,0.6608660532778852,-0.04513462848142131,-0.06325816042465175,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,160,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.03523238523994898,-0.062474813219763635,0.14112070599634494,1.0358603994995483,0.9394367239018121,1.1515636402325253,0.004010615991203968,0.004767975956319188,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,160,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.6605696432575954,0.4429171952811497,0.9235006246299868,1.9358947897834968,1.5572433819024978,2.5180898665253335,0.032090348787252906,0.05361234324975467,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,240,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.1056347064131451,-0.14604400267549697,-0.0680536719205911,0.8997532621483779,0.8641196787702454,0.9342103313688906,-0.014538956187067702,-0.006841383367863596,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,240,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.39359567141847585,-0.6448993332806187,-0.19698885618420892,0.6746267719891196,0.5247153608219878,0.8211997845607948,-0.061953327272426355,-0.048144873463007935,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,240,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.06335436963374974,-0.15575983189158776,0.0365158376314208,0.9386107995825324,0.8557646930800152,1.0371907305321741,0.017547298372150796,0.008211606766816395,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,240,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.28796096500533075,-0.5469546877603813,-0.08858010271897263,0.7497908597500225,0.5787094807125631,0.9152297954045615,-0.06220447356712554,-0.0493881916168445,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,240,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.042280336779395356,-0.04854650359136069,0.14226744956894063,1.043186881413881,0.9526130383483059,1.1528849458899866,0.030084076620189106,0.0106723561524476,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,240,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.3302413017847261,0.1397252582587322,0.5727993631127296,1.3913038120545715,1.1499578140398914,1.7732240079144643,0.05492275922888968,0.053117704448330104,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,360,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.08309274180049542,-0.12171032248823002,-0.04374271205053706,0.9202657961555104,0.8854048132209029,0.9572002018709951,0.0010026514778481883,-0.0006387890086146888,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,360,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.5583738786430938,-0.8686093226837048,-0.36363911691316286,0.572138674732008,0.41953458097433843,0.6951420144778633,-0.07451576171308845,-0.0899466761091139,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,360,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.013829355777906116,-0.11574250551407414,0.06903585918372242,0.9862658304693375,0.8907045452806313,1.0714746306650949,-0.0371066120592043,-0.02261847044863925,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,360,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.47528113684259843,-0.7858978011123406,-0.2923469790308244,0.6217102462377354,0.45571038078193615,0.7465094678986889,-0.09036143712925863,-0.09650278621210973,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,360,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,0.0692633860225893,-0.025170802707903134,0.14691340435864741,1.0717184476371369,0.9751433406801372,1.1582536589685233,-0.0383608188514792,-0.020650434731918927,False,0.95,10000,bca_repeat_block
crps_game_equal,crps,game_equal,360,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.5445445228651877,0.35456414438972245,0.8468495879092315,1.7238230415577276,1.4255591808882133,2.3322875986226217,0.06672579327973197,0.09413722548084984,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,20,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.10077046383607069,-0.04024704802770629,0.25678229494900023,1.106022740407715,0.9605521073337255,1.292763654944117,0.008021296494625931,0.014843201680080432,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,20,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.223806911178758,-1.4474269661571197,-0.9873779520088936,0.2941083885114217,0.23517462253666765,0.3725522613754933,-0.014288267319718379,-0.026739337613458376,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,20,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.5980966418805043,-0.7805554303794073,-0.41012797515598803,0.5498572159184258,0.45815146937714546,0.6635653248263175,-0.002255967360748947,-0.018916832987255446,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,20,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.3245773750148286,-1.5554886173832978,-1.083170064148619,0.2659153178016973,0.21108621704374947,0.33852069059220596,-0.008773311508328193,-0.030883475975060734,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,20,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.698867105716575,-0.8978892380965455,-0.5035359456413703,0.4971482012347514,0.4074287378251712,0.6043897875045358,-0.006015944146675403,-0.026182591122218955,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,20,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.6257102692982537,0.4162629739894545,0.8483164119723886,1.8695733865376374,1.516284559845444,2.3357111644650264,0.02732564844887671,0.02558737337261824,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,40,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.13307956158444068,-0.0121884819878916,0.2738119670705352,1.142340881165932,0.9878854966910592,1.3149675217957457,0.003509286787335955,-0.008233741530814735,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,40,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.7707499128220681,-1.1409589117925412,-0.4759346797101259,0.4626659790341321,0.3195124905765038,0.6213040646836241,-0.07426440435498627,-0.0895629709620092,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,40,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.30727557358943614,-0.4733212432009426,-0.15476009320358397,0.7354479029609736,0.622929927028184,0.8566206619528205,-0.011781425432631035,-0.018129979551590892,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,40,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.9038294744065087,-1.2997375792102304,-0.5999006657457044,0.4050156889788548,0.27260332042710494,0.5488661545963791,-0.07476712377922357,-0.09209925671933504,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,40,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.4403551351738768,-0.5673997024370346,-0.31548469392123174,0.6438077417052057,0.5669978866913761,0.7294352357480601,-0.00726928601715347,-0.004276097111480005,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,40,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.4634743392326319,0.1655275561929064,0.8327901538326895,1.5895871671746964,1.1800154790056172,2.2997263873404954,0.07376170369865599,0.08503871318453395,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,80,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.20984386320471415,-0.37319767064443743,-0.03678094456324464,0.810710817877671,0.6885291173970352,0.9638872569685982,0.004261280963260362,0.0018182820469646818,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,80,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.47439246710701966,-0.6565264912556182,-0.2986464487011821,0.6222629868834313,0.5186497437084822,0.7418216350797441,0.0057652769696068034,0.0040844263841838336,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,80,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.4444950702899204,-0.6080917927079916,-0.28888405198168515,0.6411479289523389,0.544388685034065,0.7490990569186127,-0.01353620604227841,0.008828715214249555,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,80,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.2645486039023055,-0.44907859718094684,-0.07449970504093245,0.7675523419219075,0.6382159347491156,0.9282077478422348,0.014037579350310981,0.014487932880143176,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,80,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.23465120708520626,-0.4193787045515844,-0.057353378888620445,0.7908466432343603,0.6574551668525462,0.9442603287360127,-0.001253314465432556,0.007349675243517081,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,80,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.029897396817099242,-0.11723469414112771,0.1866929554125092,1.0303488114623236,0.8893764372283975,1.20525716054279,-0.001253314465432556,0.007648609688166022,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,160,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.09699286621958159,-0.23072188939035257,0.06501932746642083,0.907562480461631,0.7939602441009812,1.0671796500637225,0.02782716476390159,0.01650669151143203,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,160,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.4276415021562583,-0.6185181852983542,-0.2352893610601939,0.6520451296761002,0.5387421624652227,0.7903421223035152,0.011781425432631174,-0.0024384160083216503,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,160,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.44970626538232583,-0.6422964582558828,-0.2420748322207809,0.6378154725930884,0.5260829083353107,0.7849974322526735,0.011530745575864969,-0.018467479007404978,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,160,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.3306486359366767,-0.5198066234627802,-0.135982268007651,0.718457564865879,0.5946355254116783,0.8728581098648224,0.003509286787335955,0.0036909307386368377,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,160,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.35271339916274425,-0.5836910891349824,-0.1334844637144545,0.7027785814467163,0.5578355411661053,0.8750410637598408,-0.021307952628745463,-0.020853049213464682,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,160,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,-0.02206476322606754,-0.23050705809805536,0.17670784383317656,0.9781768831091794,0.7941308299291849,1.1932824173787346,-0.021809394804630282,-0.019876031128623427,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,240,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.13165021446053782,-0.30155446272920255,0.05335282071852901,0.8766475801034681,0.7396675409446404,1.054801735381102,0.008773311508328054,-0.0013947358072937497,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,240,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.4048265725192506,-0.5727092174776659,-0.240661054845503,0.6670924929974409,0.5639953808625319,0.7861080287451554,0.002255967360748947,-0.0035545778590643203,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,240,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.40057413820037446,-0.5687591094515244,-0.22252792792880902,0.6699353001499575,0.5662276294521726,0.8004926503362952,0.00651727965058399,0.005676273700386232,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,240,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.27317635805871276,-0.4253862518683796,-0.10778027057174093,0.7609585746175287,0.6535173140906949,0.897824853299764,0.020054370352950632,0.020354621674527937,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,240,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.26892392373983665,-0.45251563709527587,-0.08745727712040202,0.7642013910206505,0.6360261264923415,0.9162580159955902,-0.002757294595891845,0.00877285148632981,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,240,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.004252434318876119,-0.1792704048018437,0.1879477836725251,1.0042614887475994,0.8358798429117457,1.2067705005807743,-0.007519955698540525,-0.002230534141349712,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,360,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,-0.15779214679404863,-0.3098124564324675,0.0008226607036199489,0.8540272758287597,0.7335845223824763,1.0008229991817479,-0.0050132775489266585,-0.007818404750693566,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,360,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.5389991342653362,-0.7195847539365828,-0.3614037837383193,0.5833317971079774,0.48695441988910143,0.6966976264918786,-0.01153074557586483,-0.007873091659219332,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,360,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.5650616654696048,-0.7460543377012269,-0.39761693351020216,0.5683250996427955,0.47423403344067816,0.6719193681633912,-0.011280066443693096,-0.008431600796120304,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,360,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-0.38120698747128756,-0.5580694057684448,-0.2035267244340961,0.6830364949900509,0.5723129019613882,0.8158484009445099,0.005263943686483789,-0.002531771455092627,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,360,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.40726951867555616,-0.6126192146565684,-0.2054540230475778,0.66546481093509,0.5419295786594419,0.814277531705858,-0.0040106159912038294,0.009051588323573265,False,0.95,10000,bca_repeat_block
coverage_game_equal,coverage,game_equal,360,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,-0.026062531204268602,-0.21567823841092937,0.1543982514672434,0.9742741651670942,0.805994598258152,1.1669555360031014,-0.006015944146675403,0.004525684702076748,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,20,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.4693961892733545,0.31295474245177,0.6291084677654954,1.599028391171086,1.367459641756448,1.875937374877731,-0.01804870344078816,-0.0007504212483528325,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,20,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-2.1626994082782063,-2.470226924483952,-1.8312871616360058,0.11501423124966419,0.08456566680375778,0.16020722241324373,-0.03108719706247362,-0.048247690463492664,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,20,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.48189733498593723,-0.6777247642954082,-0.31083092889523656,0.6176104654970773,0.5077709777317071,0.7328377670867187,-0.030585632994229527,-0.016438860734332723,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,20,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-2.6320955975515608,-2.916889282622301,-2.3126129563137487,0.07192757294661342,0.05410172097582276,0.09900222480584446,-0.013034836136889386,-0.04744423725444882,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,20,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9512935242592917,-1.1197586539581534,-0.7646064060636563,0.38624108796764756,0.3263585504633291,0.4655171196365283,0.009274657580969943,0.01076863550345647,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,20,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,1.680802073292269,1.3959584868148007,1.9825038048820616,5.369861266615044,4.038843896609906,7.260900121884913,0.03735744868497225,0.0668298663658428,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,40,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.7990355446605855,0.62417072861147,0.9680011305340804,2.223395528398485,1.8666973167234515,2.632676819138046,-0.00701861679253328,0.005622298278268103,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,40,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.5625030734494472,-2.1482389632061043,-1.1064164656830662,0.20961074292208587,0.11668947139059829,0.3307420655032234,-0.10824670166073914,-0.14170245734734846,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,40,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.16288348864526225,-0.3977909716897065,0.06308658601500773,0.8496901812017056,0.6718024387151716,1.0651190596536326,-0.015541720951108279,-0.029143762572940476,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,40,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-2.361538618110033,-2.97663294883033,-1.906956395689049,0.09427505823629534,0.05096414417902508,0.14853177126818848,-0.12338782202522477,-0.14189881045459185,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,40,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9619190333058478,-1.1900621545798182,-0.7587355399581645,0.3821588063612499,0.3042023559094846,0.4682581465437849,-0.025570394640762426,-0.04077183861457185,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,40,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,1.3996195848041848,0.9301964678046772,1.9955144082490113,4.053657600543607,2.535007175990637,7.355986034698282,0.09917414870033725,0.12836960146852747,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,80,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.46632189334442353,0.26186359991274843,0.6548233077498082,1.5941200534051148,1.2993492989838942,1.924802389662878,-0.022060117941149964,-0.0167893477295383,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,80,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.9193289014404964,-1.146765162894249,-0.71467423587215,0.3987865764001623,0.3176626962081503,0.4893514989978888,-0.026071887453559334,-0.024464650848721098,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,80,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.2510605417938728,-0.4579039544502115,-0.05694138803160389,0.7779752701147272,0.6326082324951219,0.9446494355068076,-0.017296597500018798,-0.006714270655159577,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,80,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.38565079478492,-1.6050979054168155,-1.1472029731464348,0.2501609433670542,0.20086988769740374,0.31752365066301697,0.017547298372150796,-0.004426841234799015,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,80,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.7173824351382964,-0.9239093252040881,-0.5111530314755792,0.48802803054445987,0.39696414183657375,0.5998035875294799,-0.0010026514778483275,0.003985549141136829,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,80,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.6682683596466236,0.4415814291526835,0.8889969975078568,1.9508562127077924,1.5551646575930198,2.4326884346587794,-0.0015039775317649809,0.012668987586585563,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,160,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.32266269896311484,0.1050304442504171,0.5771162130644509,1.3807995272363758,1.1107444256224055,1.7808952958739588,0.03510000177270884,0.028977415405336753,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,160,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.0564865539961967,-1.331463298765986,-0.7851175482836953,0.347675204996634,0.2640905350667486,0.45606608884865085,-0.01027735684581974,-0.02486380641572883,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,160,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.6141948611617171,-0.8068090543743203,-0.36149526627009243,0.541076361573571,0.4462798513364976,0.6966338937443878,0.0335951372418185,0.04103414002385022,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,160,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.3791492529593117,-1.6871459136785216,-1.1259226544714334,0.2517926738376673,0.18504691088832606,0.3243530634520961,-0.027576405739391723,-0.0600031511800692,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,160,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9368575601248319,-1.1426833778488745,-0.7336353866423715,0.39185729057752305,0.31896197693939615,0.48016024519266637,-0.01027735684581974,0.0019717926536514246,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,160,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.44229169283447967,0.21748846233056904,0.745473569270741,1.556269626931864,1.2429510886662214,2.1074392171557905,0.052412517881857815,0.06393316635204342,False,0.95,10000,bca_repeat_block
