metric,base_metric,aggregation,n_train,model_a,model_b,contrast,n_repeats,log_sd_ratio,log_bootstrap_lower,log_bootstrap_upper,sd_ratio,ratio_bootstrap_lower,ratio_bootstrap_upper,bca_bias_correction,bca_acceleration,regularized,confidence,bootstrap_draws,interval_method
mean_width_game_equal,mean_width,game_equal,240,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.21568077687927856,0.02180760511720678,0.44062175647129953,1.2407062536556606,1.0220471289157067,1.5536729244583296,0.03284273371844667,0.02199338583349434,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,240,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.0358201993689682,-1.2366520159933967,-0.8181624591101829,0.35493514392400516,0.2903546953373718,0.4412417097071683,-0.002757294595891845,0.0027406788294297006,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,240,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.7443713608704479,-0.9460467339954151,-0.5214795667350998,0.4750328303211034,0.3882729396360787,0.5936415655610007,0.023815219609409344,0.015638761920420883,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,240,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.2515009762482467,-1.4529412610159143,-1.0449276654455804,0.2860750825412636,0.23388136929159753,0.3517172597692132,-0.009023984261129074,-0.013408694610806399,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,240,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9600521377497264,-1.1506041634039532,-0.7595779605490076,0.38287292332205947,0.31644552680734717,0.4678638423476122,0.013536206042278273,0.001051982796058815,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,240,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.2914488384985202,0.09451956435012411,0.498364770888206,1.338365158967781,1.0991306666998333,1.646027436799124,0.038109972728680656,0.012357272264608603,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,360,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.1668482201945578,-0.03409347408811552,0.4033640500700027,1.181574912487305,0.9664811594700441,1.4968517214588835,0.030836414058675342,0.023105050142980785,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,360,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.3833938256482137,-1.7336997314320794,-1.1145389146376343,0.2507261865236811,0.1766297171065638,0.32806651069749004,-0.06999203404538505,-0.06603202130967832,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,360,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.9277461451073234,-1.1214906983611468,-0.7064883835132912,0.39544398007463827,0.32579377221432615,0.49337369822479105,0.028579452399323777,0.026981218231476162,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,360,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.5502420458427715,-1.8651255594895353,-1.314660354432444,0.21219660630394008,0.15487676241679557,0.26856552484036045,-0.08507722055425072,-0.080891225225636,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,360,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-1.0945943653018813,-1.276000312904214,-0.915529572112191,0.33467533534729393,0.2791515895743875,0.4003045798070271,0.003759951271145795,0.00697063029872049,False,0.95,10000,bca_repeat_block
mean_width_game_equal,mean_width,game_equal,360,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.45564768054089017,0.2318117077925276,0.7750934626067834,1.5771945705291877,1.2608822921651395,2.1707950058625496,0.10244936772754448,0.09040080921403415,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,20,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.46939618927335475,0.31295474245176985,0.6291084677654961,1.5990283911710863,1.3674596417564477,1.8759373748777324,-0.01804870344078816,-0.0007504212483524901,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,20,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-2.1626994082782063,-2.470226924483952,-1.8312871616360058,0.11501423124966419,0.08456566680375778,0.16020722241324373,-0.03108719706247362,-0.048247690463492476,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,20,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.48189733498593734,-0.6777247642954082,-0.31083092889523534,0.6176104654970773,0.5077709777317071,0.7328377670867195,-0.030585632994229527,-0.01643886073433147,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,20,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-2.632095597551561,-2.9168892826223,-2.3126129563137483,0.0719275729466134,0.05410172097582281,0.0990022248058445,-0.013034836136889386,-0.047444237254448574,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,20,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9512935242592921,-1.119758653958154,-0.7646064060636564,0.38624108796764733,0.3263585504633289,0.46551711963652825,0.009274657580969943,0.01076863550345644,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,20,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,1.680802073292269,1.3959584868148016,1.9825038048820613,5.369861266615044,4.03884389660991,7.260900121884912,0.03735744868497225,0.06682986636584343,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,40,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.7990355446605857,0.6241707286114704,0.968001130534081,2.2233955283984854,1.866697316723452,2.632676819138047,-0.00701861679253328,0.005622298278268654,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,40,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.5625030734494472,-2.1482389632061043,-1.1064164656830666,0.20961074292208587,0.11668947139059829,0.3307420655032232,-0.10824670166073914,-0.14170245734734846,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,40,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.16288348864526214,-0.39779097168970634,0.06308658601500725,0.8496901812017056,0.6718024387151718,1.065119059653632,-0.015541720951108279,-0.029143762572940622,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,40,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-2.361538618110033,-2.976632948830329,-1.9069563956890494,0.09427505823629534,0.050964144179025124,0.1485317712681884,-0.12338782202522477,-0.14189881045459227,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,40,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9619190333058478,-1.1900621545798196,-0.7587355399581638,0.3821588063612499,0.3042023559094842,0.46825814654378517,-0.025570394640762426,-0.04077183861457245,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,40,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,1.399619584804185,0.9301964678046767,1.9955144082490106,4.053657600543608,2.5350071759906356,7.355986034698277,0.09917414870033725,0.12836960146852675,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,80,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.4663218933444231,0.26186359991274766,0.6548233077498067,1.594120053405114,1.299349298983893,1.9248023896628752,-0.022060117941149964,-0.016789347729539623,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,80,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-0.9193289014404973,-1.1467651628942515,-0.7146742358721505,0.39878657640016196,0.3176626962081495,0.48935149899788855,-0.026071887453559334,-0.024464650848722857,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,80,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.2510605417938733,-0.4579039544502124,-0.05694138803160471,0.7779752701147269,0.6326082324951213,0.9446494355068068,-0.017296597500018798,-0.006714270655160465,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,80,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.3856507947849204,-1.6050979054168164,-1.147202973146435,0.2501609433670541,0.20086988769740358,0.3175236506630169,0.017547298372150796,-0.004426841234800597,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,80,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.7173824351382965,-0.9239093252040886,-0.5111530314755797,0.4880280305444598,0.3969641418365735,0.5998035875294797,-0.0010026514778483275,0.003985549141135849,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,80,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.6682683596466239,0.4415814291526834,0.8889969975078571,1.950856212707793,1.5551646575930196,2.4326884346587803,-0.0015039775317649809,0.012668987586586983,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.3226626989631155,0.10503044425041673,0.5771162130644507,1.3807995272363767,1.110744425622405,1.7808952958739583,0.03510000177270884,0.028977415405335983,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.056486553996197,-1.3314632987659856,-0.7851175482836955,0.3476752049966339,0.26409053506674873,0.45606608884865074,-0.01027735684581974,-0.024863806415728214,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.614194861161717,-0.80680905437432,-0.3614952662700925,0.5410763615735711,0.4462798513364977,0.6966338937443878,0.0335951372418185,0.04103414002384957,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.3791492529593123,-1.6871459136785225,-1.1259226544714334,0.2517926738376671,0.1850469108883259,0.3243530634520961,-0.027576405739391723,-0.06000315118006929,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9368575601248326,-1.1426833778488752,-0.7336353866423718,0.39185729057752283,0.31896197693939593,0.4801602451926662,-0.01027735684581974,0.0019717926536524204,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,160,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.4422916928344799,0.21748846233056945,0.7454735692707408,1.5562696269318645,1.2429510886662218,2.10743921715579,0.052412517881857815,0.06393316635204305,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.21568077687927967,0.021807605117208084,0.4406217564713008,1.240706253655662,1.022047128915708,1.5536729244583316,0.03284273371844667,0.021993385833494514,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.0358201993689682,-1.236652015993397,-0.8181624591101825,0.35493514392400516,0.29035469533737174,0.44124170970716853,-0.002757294595891845,0.0027406788294296923,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.744371360870448,-0.9460467339954152,-0.5214795667351008,0.4750328303211033,0.3882729396360786,0.5936415655610001,0.023815219609409344,0.01563876192042179,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.2515009762482479,-1.4529412610159178,-1.0449276654455815,0.28607508254126335,0.2338813692915967,0.3517172597692128,-0.009023984261129074,-0.013408694610808593,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-0.9600521377497276,-1.1506041634039523,-0.7595779605490091,0.382872923322059,0.31644552680734744,0.4678638423476115,0.013536206042278273,0.0010519827960602357,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,240,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.2914488384985201,0.09451956435012401,0.4983647708882053,1.3383651589677807,1.099130666699833,1.646027436799123,0.038109972728680656,0.012357272264608494,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,ridge_sgd_l2,lightgbm_multiclass,log SD(ridge_sgd_l2) / SD(lightgbm_multiclass),100,0.16684822019455758,-0.03409347408811533,0.403364050070004,1.1815749124873047,0.9664811594700443,1.4968517214588855,0.030836414058675342,0.0231050501429809,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,ridge_sgd_l2,zoo_cnn,log SD(ridge_sgd_l2) / SD(zoo_cnn),100,-1.3833938256482146,-1.73369973143208,-1.1145389146376343,0.2507261865236809,0.17662971710656372,0.32806651069749004,-0.06999203404538505,-0.06603202130967856,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,ridge_sgd_l2,set_transformer,log SD(ridge_sgd_l2) / SD(set_transformer),100,-0.9277461451073239,-1.1214906983611472,-0.7064883835132917,0.3954439800746381,0.32579377221432604,0.4933736982247908,0.028579452399323777,0.026981218231476683,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,lightgbm_multiclass,zoo_cnn,log SD(lightgbm_multiclass) / SD(zoo_cnn),100,-1.5502420458427721,-1.865125559489536,-1.3146603544324449,0.21219660630393994,0.1548767624167955,0.26856552484036017,-0.08507722055425072,-0.08089122522563652,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,lightgbm_multiclass,set_transformer,log SD(lightgbm_multiclass) / SD(set_transformer),100,-1.0945943653018815,-1.276000312904214,-0.9155295721121909,0.3346753353472938,0.2791515895743875,0.40030457980702716,0.003759951271145795,0.006970630298721155,False,0.95,10000,bca_repeat_block
mean_width_inclusive_game_equal,mean_width_inclusive,game_equal,360,zoo_cnn,set_transformer,log SD(zoo_cnn) / SD(set_transformer),100,0.45564768054089055,0.231811707792528,0.7750934626067838,1.5771945705291883,1.2608822921651401,2.1707950058625505,0.10244936772754448,0.09040080921403451,False,0.95,10000,bca_repeat_block
